Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Grischa Prömel","deGER","MF","Union Berlin","deBundesliga","24","1995","16","924","58","30.2","10.3","9","87","7","7","21","1","1.19","9","26","-17","-1.66","-1.66","9.3","19.7","-10.4","-1.01","-0.91",
"Davy Pröpper","nlNED","MF","Brighton","engPremier League","27","1991","35","2,829","81","82.7","31.4","32","86","28","3","23","1","1.09","33","46","-13","-0.41","-0.11","37.4","44.6","-7.2","-0.23","+0.13",
"Silvio Proto","beBEL","GK","Lazio","itSerie A","36","1983","0","","","","","0","","0","0","","34","","","","","","","","","","","",
"Javi Puado","esESP","FW,MF","Espanyol","esLa Liga","21","1998","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Antonio Puertas","esESP","FW,MF","Granada","esLa Liga","27","1992","36","2,563","71","74.9","28.5","27","84","19","9","32","0","1.39","43","31","+12","+0.42","+0.95","33.5","34.7","-1.2","-0.04","-0.41",
"Riqui Puig","esESP","MF","Barcelona","esLa Liga","19","1999","11","510","46","14.9","5.7","5","80","2","6","19","4","2.18","14","5","+9","+1.59","+0.38","12.0","5.6","+6.4","+1.12","+0.45",
"Teemu Pukki","fiFIN","FW","Norwich City","engPremier League","29","1990","36","2,886","80","84.4","32.1","33","86","22","3","19","1","0.58","24","59","-35","-1.09","+1.27","32.7","54.7","-21.9","-0.68","+0.59",
"Erick Pulgar","clCHI","MF","Fiorentina","itSerie A","25","1994","37","2,950","80","86.3","32.8","32","90","31","5","16","0","1.32","46","45","+1","+0.03","-0.35","48.4","41.3","+7.1","+0.22","+0.68",
"Christian Pulisic","usUSA","FW","Chelsea","engPremier League","20","1998","25","1,722","69","50.4","19.1","19","82","8","6","27","4","1.68","38","28","+10","+0.52","+0.26","36.0","20.8","+15.1","+0.79","-0.03",
"Ignacio Pussetto","arARG","FW,MF","Watford","engPremier League","23","1995","7","74","11","2.2","0.8","0","","0","7","11","7","0.71","1","3","-2","-2.43","-1.73","0.1","2.5","-2.5","-3.00","-2.82",
"Ignacio Pussetto","arARG","FW,MF","Udinese","itSerie A","23","1995","12","341","28","10.0","3.8","2","68","0","10","21","6","1.08","5","7","-2","-0.53","-0.18","4.5","7.2","-2.7","-0.72","-0.46",
"Fabio Quagliarella","itITA","FW","Sampdoria","itSerie A","36","1983","28","2,275","81","66.5","25.3","26","86","15","2","25","6","1.18","28","43","-15","-0.59","-0.44","36.5","33.3","+3.2","+0.13","+0.75",
"Robin Quaison","seSWE","FW,MF","Mainz 05","deBundesliga","25","1993","32","2,602","81","85.0","28.9","31","83","19","1","20","2","1.06","37","55","-18","-0.62","-0.03","40.5","50.1","-9.6","-0.33","+0.04",
"Domingos Quina","ptPOR","MF,FW","Watford","engPremier League","19","1999","4","22","6","0.6","0.2","0","","0","4","6","12","0.75","1","2","-1","-4.09","-3.38","0.6","1.1","-0.5","-1.86","-1.62",
"Quini","esESP","DF","Granada","esLa Liga","29","1989","10","718","72","21.0","8.0","8","83","7","2","26","0","1.10","11","12","-1","-0.13","-0.39","9.0","10.3","-1.3","-0.17","-0.29",
"Xavi Quintillà","esESP","DF","Villarreal","esLa Liga","22","1996","19","1,573","83","46.0","17.5","17","88","15","2","39","13","1.63","29","22","+7","+0.40","+0.06","29.0","21.5","+7.5","+0.43","-0.04",
"Quique","esESP","FW,MF","Eibar","esLa Liga","29","1990","15","490","33","14.3","5.4","4","81","2","11","15","15","0.87","7","8","-1","-0.18","+0.31","7.0","8.3","-1.3","-0.24","+0.06",
"Famana Quizera","gwGNB","MF","Gladbach","deBundesliga","17","2002","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Adrien Rabiot","frFRA","MF","Juventus","itSerie A","24","1995","28","1,912","68","55.9","21.2","21","82","13","7","27","6","2.25","45","22","+23","+1.08","+0.49","39.5","21.8","+17.7","+0.83","+0.33",
"Valentin Rabouille","frFRA","GK","Nîmes","frLigue 1","19","2000","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Anthony Racioppi","chSUI","GK","Lyon","frLigue 1","20","1998","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Nicolo Radaelli","itITA","GK","Genoa","itSerie A","18","2001","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Vito Radicchio","itITA","DF","Lecce","itSerie A","16","2002","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Nemanja Radoja","rsSRB","MF","Levante","esLa Liga","26","1993","26","1,993","77","58.3","22.1","22","87","17","4","21","2","1.35","33","33","0","0.00","+0.38","29.3","36.7","-7.4","-0.33","+0.13",
"Nemanja Radonjić","rsSRB","FW,MF","Marseille","frLigue 1","23","1996","21","880","42","34.9","9.8","8","76","2","13","21","4","2.05","16","7","+9","+0.92","+0.76","11.6","10.6","+1.0","+0.10","-0.09",
"Ivan Radovanović","rsSRB","MF","Genoa","itSerie A","30","1988","19","1,318","69","38.5","14.6","15","85","12","4","13","4","1.00","14","30","-16","-1.09","-0.66","18.3","24.1","-5.8","-0.40","-0.16",
"Ionuț Radu","roROU","GK","Genoa","itSerie A","22","1997","17","1,530","90","44.7","17.0","17","90","17","0","","4","0.65","17","35","-18","-1.06","-0.68","20.5","29.2","-8.7","-0.51","-0.39",
"Ionuț Radu","roROU","GK","Parma","itSerie A","22","1997","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Ștefan Radu","roROU","DF","Lazio","itSerie A","32","1986","29","2,306","80","67.4","25.6","28","81","18","1","45","0","2.07","55","25","+30","+1.17","+0.61","44.4","30.6","+13.8","+0.54","+0.30",
"Boris Radunović","rsSRB","GK","Hellas Verona","itSerie A","23","1996","3","270","90","7.9","3.0","3","90","3","0","","32","1.00","4","8","-4","-1.33","-1.33","4.8","3.8","+1.0","+0.35","+0.47",
"Rafael","brBRA","GK","Cagliari","itSerie A","37","1982","6","454","76","13.3","5.0","5","90","5","1","4","31","0.83","8","11","-3","-0.59","-0.56","4.8","9.3","-4.4","-0.88","-0.49",
"Rafael","brBRA","DF","Lyon","frLigue 1","29","1990","13","700","54","27.8","7.8","9","70","4","4","17","7","1.54","10","8","+2","+0.26","-0.39","11.1","7.7","+3.4","+0.44","+0.08",
"Raffael","brBRA","MF,FW","Gladbach","deBundesliga","34","1985","8","64","8","2.1","0.7","0","","0","8","8","19","1.75","3","1","+2","+2.81","+2.09","3.5","1.3","+2.2","+3.09","+2.38",
"Rafinha","brBRA","FW,MF","Barcelona","esLa Liga","26","1993","3","186","62","5.4","2.1","2","66","0","1","54","0","1.33","6","4","+2","+0.97","-0.31","3.3","0.9","+2.4","+1.17","+0.45",
"Rafinha","brBRA","MF","Celta Vigo","esLa Liga","26","1993","29","2,111","73","61.7","23.5","25","80","13","4","27","0","1.00","23","28","-5","-0.21","+0.27","26.1","27.7","-1.7","-0.07","+0.24",
"Daniele Ragatzu","itITA","MF,FW","Cagliari","itSerie A","27","1991","13","313","24","9.2","3.5","2","62","0","11","17","15","0.92","3","5","-2","-0.58","-0.52","4.2","5.4","-1.2","-0.34","+0.12",
"Baba Rahman","ghGHA","DF","Mallorca","esLa Liga","25","1994","2","108","54","3.2","1.2","2","54","1","0","","0","0.50","0","1","-1","-0.83","-0.18","2.2","1.6","+0.6","+0.48","+1.11",
"Antonio Raillo","esESP","DF","Mallorca","esLa Liga","27","1991","32","2,775","87","81.1","30.8","32","87","28","0","","0","0.97","33","50","-17","-0.55","+0.56","36.6","53.2","-16.6","-0.54","+0.27",
"Predrag Rajković","rsSRB","GK","Reims","frLigue 1","23","1995","27","2,430","90","96.4","27.0","27","90","27","0","","0","1.52","26","18","+8","+0.30","+3.30","30.3","25.7","+4.6","+0.17","+2.66",
"Ivan Rakitić","hrCRO","MF","Barcelona","esLa Liga","31","1988","31","1,589","51","46.5","17.7","16","78","6","15","23","5","2.13","31","15","+16","+0.91","-0.67","31.0","19.4","+11.6","+0.66","-0.15",
"Benito Raman","beBEL","FW","Schalke 04","deBundesliga","24","1994","25","1,601","64","52.3","17.8","19","75","4","6","29","4","1.08","19","31","-12","-0.67","-0.18","18.8","29.2","-10.5","-0.59","-0.38",
"Gastón Ramírez","uyURU","MF,FW","Sampdoria","itSerie A","28","1990","26","1,392","54","40.7","15.5","19","66","3","7","21","9","1.08","19","30","-11","-0.71","-0.44","19.4","21.9","-2.5","-0.16","-0.06",
"Sandro Ramírez","esESP","FW,MF","Valladolid","esLa Liga","24","1995","24","1,306","54","38.2","14.5","15","72","5","9","25","2","1.13","10","16","-6","-0.41","-0.20","15.1","20.7","-5.6","-0.39","+0.14",
"Iván Ramis","esESP","DF","Eibar","esLa Liga","34","1984","7","457","65","13.4","5.1","6","76","3","1","4","4","0.57","5","12","-7","-1.38","-1.07","4.0","7.5","-3.6","-0.70","-0.47",
"Adrián Ramos","coCOL","FW,MF","Granada","esLa Liga","33","1986","7","226","32","6.6","2.5","2","73","1","5","16","9","0.71","3","6","-3","-1.19","-1.48","3.8","2.5","+1.3","+0.52","+0.50",
"David Ramos","esESP","MF","Betis","esLa Liga","21","1997","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Sergio Ramos","esESP","DF","Real Madrid","esLa Liga","33","1986","35","3,013","86","88.1","33.5","35","86","31","0","","0","2.23","61","21","+40","+1.19","+0.09","60.9","28.3","+32.5","+0.97","+0.52",
"Aaron Ramsdale","engENG","GK","Bournemouth","engPremier League","21","1998","37","3,330","90","97.4","37.0","37","90","37","0","","0","0.92","40","62","-22","-0.59","+2.41","44.4","60.2","-15.8","-0.43","+1.23",
"Aaron Ramsey","wlsWAL","MF","Juventus","itSerie A","28","1990","24","1,051","44","30.7","11.7","11","67","1","13","24","8","2.25","27","12","+15","+1.28","+0.60","22.8","11.5","+11.3","+0.97","+0.40",
"Darren Randolph","ieIRL","GK","West Ham","engPremier League","32","1987","2","180","90","5.3","2.0","2","90","2","0","","15","0.50","2","5","-3","-1.50","-1.22","2.9","4.5","-1.6","-0.82","-0.44",
"Luca Ranieri","itITA","DF","Fiorentina","itSerie A","20","1999","3","232","77","6.8","2.6","2","90","2","1","52","17","0.33","2","4","-2","-0.78","-0.92","3.5","3.2","+0.3","+0.12","0.00",
"Andrea Ranocchia","itITA","DF","Inter","itSerie A","31","1988","7","526","75","15.4","5.8","5","83","4","2","57","30","2.43","18","2","+16","+2.74","+1.84","12.6","3.9","+8.8","+1.50","+0.88",
"Raphinha","brBRA","MF,FW","Rennes","frLigue 1","22","1996","22","1,690","77","67.1","18.8","20","83","13","2","20","0","1.82","25","16","+9","+0.48","-0.06","26.4","17.4","+8.9","+0.47","+0.69",
"Nicolai Rapp","deGER","DF,MF","Union Berlin","deBundesliga","22","1996","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Tobias Raschl","deGER","MF","Dortmund","deBundesliga","19","2000","1","26","26","0.8","0.3","0","","0","1","26","10","0.00","0","0","0","0.00","-1.28","0.0","0.1","0.0","-0.12","-0.72",
"Marcus Rashford","engENG","FW","Manchester Utd","engPremier League","21","1997","31","2,643","85","77.3","29.4","31","85","19","0","","0","1.77","56","29","+27","+0.92","+0.57","50.3","28.6","+21.7","+0.74","+0.42",
"Milot Rashica","xkKVX","FW","Werder Bremen","deBundesliga","23","1996","28","2,264","81","74.0","25.2","27","83","13","1","29","2","0.89","32","53","-21","-0.83","-0.16","26.8","42.8","-16.0","-0.64","-0.64",
"Jacob Rasmussen","dkDEN","DF","Fiorentina","itSerie A","22","1997","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Matteo Raspa","itITA","GK","Sampdoria","itSerie A","17","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Giacomo Raspadori","itITA","MF,FW","Sassuolo","itSerie A","19","2000","11","264","24","7.7","2.9","2","67","0","9","15","27","0.73","4","6","-2","-0.68","-0.91","4.6","3.2","+1.4","+0.47","+0.78",
"Michael Ratajczak","deGER","GK","Paderborn 07","deBundesliga","37","1982","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Andrei Ratiu","roROU","DF","Villarreal","esLa Liga","21","1998","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Raúl","esESP","FW,MF","Betis","esLa Liga","18","2000","3","19","6","0.6","0.2","0","","0","3","6","3","1.33","0","2","-2","-9.47","-9.21","0.0","0.7","-0.7","-3.22","-3.14",
"Nicola Rauti","itITA","FW","Torino","itSerie A","19","2000","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Yoric Ravet","frFRA","FW,MF","Freiburg","deBundesliga","29","1989","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Ante Rebić","hrCRO","FW,MF","Milan","itSerie A","25","1993","26","1,395","54","40.8","15.5","15","74","3","11","27","8","1.77","32","21","+11","+0.71","+0.44","29.3","20.1","+9.2","+0.59","+0.22",
"Ante Rebić","hrCRO","FW,MF","Eint Frankfurt","deBundesliga","25","1993","1","90","90","2.9","1.0","1","90","1","0","","0","3.00","1","0","+1","+1.00","+1.06","1.8","0.8","+1.0","+0.98","+0.71",
"Rebollo","esESP","GK","Betis","esLa Liga","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Arkadiusz Reca","plPOL","DF","SPAL","itSerie A","24","1995","25","1,928","77","56.4","21.4","22","82","15","3","44","4","0.60","15","46","-31","-1.45","-0.30","23.5","37.2","-13.7","-0.64","+0.22",
"Recio","esESP","MF","Leganés","esLa Liga","28","1991","25","1,570","63","45.9","17.4","18","79","10","7","20","7","0.92","9","23","-14","-0.80","-0.46","17.4","18.1","-0.7","-0.04","+0.07",
"Daishawn Redan","nlNED","MF","Hertha BSC","deBundesliga","18","2001","1","21","21","0.7","0.2","0","","0","1","21","1","0.00","0","2","-2","-8.57","-8.30","0.2","0.2","0.0","+0.04","+0.38",
"Nathan Redmond","engENG","MF,FW","Southampton","engPremier League","25","1994","32","2,762","86","80.8","30.7","32","86","24","0","","0","1.41","43","51","-8","-0.26","-0.12","45.8","41.5","+4.3","+0.14","+0.28",
"Fabian Reese","deGER","FW","Schalke 04","deBundesliga","21","1997","2","86","43","2.8","1.0","1","69","0","1","17","8","1.00","1","0","+1","+1.05","+1.68","1.7","2.2","-0.5","-0.55","-0.14",
"Vasco Regini","itITA","DF","Sampdoria","itSerie A","28","1990","3","174","58","5.1","1.9","2","78","1","1","19","12","1.33","5","2","+3","+1.55","+2.11","4.7","1.8","+2.9","+1.50","+1.71",
"Vasco Regini","itITA","DF","Parma","itSerie A","28","1990","2","51","26","1.5","0.6","0","","0","2","26","14","1.50","1","3","-2","-3.53","-3.56","1.3","2.4","-1.0","-1.84","-1.45",
"Sergio Reguilón","esESP","DF","Sevilla","esLa Liga","22","1996","31","2,509","81","73.4","27.9","29","86","26","2","9","4","2.03","39","22","+17","+0.61","+0.31","39.6","27.0","+12.6","+0.45","0.00",
"Ken Reichel","deGER","DF","Union Berlin","deBundesliga","32","1986","7","533","76","17.4","5.9","6","82","4","1","42","14","1.29","7","9","-2","-0.34","+0.20","5.2","9.7","-4.6","-0.77","-0.48",
"Winston Reid","nzNZL","DF","West Ham","engPremier League","31","1988","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Manolo Reina","esESP","GK","Mallorca","esLa Liga","34","1985","36","3,240","90","94.7","36.0","36","90","36","0","","2","0.89","38","60","-22","-0.61","+0.89","39.7","60.6","-20.9","-0.58","+0.15",
"Pepe Reina","esESP","GK","Aston Villa","engPremier League","36","1982","12","1,080","90","31.6","12.0","12","90","12","0","","4","1.00","11","20","-9","-0.75","-0.10","12.1","19.8","-7.7","-0.64","-0.03",
"Pepe Reina","esESP","GK","Milan","itSerie A","36","1982","1","90","90","2.6","1.0","1","90","1","0","","14","1.50","3","2","+1","+1.00","+0.57","1.6","1.6","-0.1","-0.06","-0.53",
"Jeff Reine-Adélaïde","frFRA","MF","Angers","frLigue 1","21","1998","1","79","79","3.1","0.9","1","79","0","0","","0","3.00","3","1","+2","+2.28","+2.54","1.6","1.0","+0.6","+0.69","+0.68",
"Jeff Reine-Adélaïde","frFRA","MF,FW","Lyon","frLigue 1","21","1998","14","783","56","31.1","8.7","11","66","2","3","19","2","1.36","12","9","+3","+0.34","-0.28","11.1","7.5","+3.7","+0.42","+0.06",
"Karim Rekik","nlNED","DF","Hertha BSC","deBundesliga","24","1994","14","1,260","90","41.2","14.0","14","90","14","0","","8","1.00","17","29","-12","-0.86","-0.91","17.2","21.5","-4.3","-0.31","+0.05",
"Omar Rekik","tnTUN","DF","Hertha BSC","deBundesliga","17","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Álex Remiro","esESP","GK","Real Sociedad","esLa Liga","24","1995","25","2,250","90","65.8","25.0","25","90","25","0","","13","1.48","38","32","+6","+0.24","+0.09","34.2","29.5","+4.7","+0.19","+0.10",
"Loïc Rémy","frFRA","FW","Lille","frLigue 1","32","1987","20","963","48","38.2","10.7","11","71","1","9","20","5","1.50","16","7","+9","+0.84","+0.90","17.6","11.4","+6.2","+0.58","+0.42",
"Michael Rensing","deGER","GK","Düsseldorf","deBundesliga","35","1984","0","","","","","0","","0","0","","13","","","","","","","","","","","",
"Marco Rente","deGER","DF","Dortmund","deBundesliga","22","1997","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Panagiotis Retsos","grGRE","DF","Sheffield Utd","engPremier League","20","1998","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Panagiotis Retsos","grGRE","DF","Leverkusen","deBundesliga","20","1998","3","114","38","3.7","1.3","1","44","0","2","35","15","1.00","0","3","-3","-2.37","-2.98","0.5","3.4","-2.9","-2.29","-2.62",
"Marco Reus","deGER","MF,FW","Dortmund","deBundesliga","30","1989","19","1,495","79","48.9","16.6","18","81","10","1","30","0","2.05","47","24","+23","+1.38","+0.23","33.2","20.5","+12.6","+0.76","+0.33",
"Elvis Rexhbeçaj","xkKVX","MF","Wolfsburg","deBundesliga","21","1997","0","","","","","0","","0","0","","12","","","","","","","","","","","",
"Elvis Rexhbeçaj","xkKVX","MF","Köln","deBundesliga","21","1997","13","623","48","20.4","6.9","7","75","3","6","16","3","1.00","17","15","+2","+0.29","+1.03","11.1","10.4","+0.7","+0.10","+0.29",
"Gio Reyna","usUSA","MF,FW","Dortmund","deBundesliga","16","2002","15","355","24","11.6","3.9","2","72","0","13","16","2","2.40","7","6","+1","+0.25","-1.14","6.6","6.0","+0.7","+0.17","-0.48",
"Baptiste Reynet","frFRA","GK","Toulouse","frLigue 1","28","1990","23","2,035","88","80.8","22.6","22","90","22","1","54","2","0.52","22","49","-27","-1.19","+0.48","27.0","39.0","-11.9","-0.53","-0.17",
"Nico Ribaudo","esESP","FW,MF","Espanyol","esLa Liga","18","2001","6","182","30","5.3","2.0","2","62","0","4","15","3","0.17","1","0","+1","+0.49","+1.38","1.8","0.6","+1.2","+0.59","+0.96",
"Lucas Ribeiro","brBRA","MF","Hoffenheim","deBundesliga","20","1999","2","65","33","2.1","0.7","0","","0","2","33","18","0.50","1","3","-2","-2.77","-2.83","0.6","2.4","-1.7","-2.41","-2.36",
"Franck Ribéry","frFRA","FW","Fiorentina","itSerie A","36","1983","21","1,409","67","41.2","15.7","19","72","1","2","16","0","1.19","19","12","+7","+0.45","+0.63","20.7","17.5","+3.2","+0.20","+0.13",
"Alessio Riccardi","itITA","FW","Roma","itSerie A","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Davide Riccardi","itITA","DF","Lecce","itSerie A","23","1996","1","20","20","0.6","0.2","0","","0","1","20","19","1.00","0","1","-1","-4.50","-3.65","0.1","1.2","-1.1","-5.10","-4.32",
"Giacomo Ricci","itITA","DF,MF","Parma","itSerie A","22","1996","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Declan Rice","engENG","MF","West Ham","engPremier League","20","1999","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.03","49","62","-13","-0.34","","48.6","63.8","-15.2","-0.40","",
"Chris Richards","usUSA","DF","Bayern Munich","deBundesliga","19","2000","1","7","7","0.2","0.1","0","","0","1","7","1","3.00","0","0","0","0.00","-2.00","0.0","0.3","-0.3","-4.29","-5.81",
"Richarlison","brBRA","FW,MF","Everton","engPremier League","22","1997","36","3,070","85","89.8","34.1","36","85","26","0","","0","1.31","39","51","-12","-0.35","-0.35","44.5","41.2","+3.3","+0.10","+0.30",
