Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Leo Skiri Østigård","noNOR","DF","Hoffenheim","deBundesliga","24","1999","10.3","747","117","355","374","20","12","747","3","2","66.7","1","33.3","344","1579","630","0","1","0","1","1","379","1",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","33","1991","26.3","1155","870","1146","9","0","0","1155","1","1","100.0","0","0.0","778","3571","1920","0","0","0","0","0","750","0",
"Andreas Skov Olsen","dkDEN","FW,MF","Wolfsburg","deBundesliga","24","1999","5.9","329","9","64","112","154","27","329","14","4","28.6","9","64.3","188","1102","570","22","11","7","7","5","226","48",
"Robert Skov","dkDEN","DF,MF","Union Berlin","deBundesliga","28","1996","9.5","564","19","111","261","200","23","563","17","5","29.4","11","64.7","263","1450","760","25","11","8","21","3","291","45",
"Milan Škriniar","skSVK","DF","Paris S-G","frLigue 1","29","1995","4.2","417","51","200","213","5","3","417","3","0","0.0","3","100.0","244","1111","603","3","0","0","2","0","309","0",
"Steven Skrzybski","deGER","MF,FW","Holstein Kiel","deBundesliga","31","1992","14.7","619","9","97","311","221","45","618","22","13","59.1","9","40.9","313","1282","552","17","16","6","40","22","398","71",
"Naatan Skyttä","fiFIN","FW","Toulouse","frLigue 1","22","2002","0.1","5","0","0","2","3","0","5","0","0","","0","","4","3","1","0","0","0","0","0","3","0",
"William Smallbone","ieIRL","MF","Southampton","engPremier League","24","2000","7.7","431","17","83","213","139","17","431","6","4","66.7","2","33.3","193","787","397","5","9","1","12","6","262","25",
"Adam Smith","engENG","DF","Bournemouth","engPremier League","33","1991","17.7","825","41","240","394","197","8","825","16","6","37.5","7","43.8","366","1552","711","15","18","1","13","7","403","34",
"Eric Smith","seSWE","DF,MF","St. Pauli","deBundesliga","27","1997","31.4","1956","161","674","985","315","8","1956","5","3","60.0","2","40.0","838","3771","1730","16","19","0","11","7","1130","11",
"Justin Smith","caCAN","MF","Espanyol","esLa Liga","21","2003","2.3","95","3","33","53","12","0","95","3","1","33.3","2","66.7","41","340","132","4","3","0","4","1","49","7",
"Emile Smith Rowe","engENG","MF","Fulham","engPremier League","24","2000","22.7","1223","20","166","591","476","60","1223","35","16","45.7","16","45.7","779","3728","1932","53","40","12","36","18","940","127",
"Ivan Smolčić","hrCRO","DF","Como","itSerie A","23","2000","7.0","475","29","184","224","70","10","475","2","0","0.0","2","100.0","231","838","306","3","5","0","8","3","256","9",
"Eduard Sobol","uaUKR","DF","Strasbourg","frLigue 1","29","1995","1.1","53","12","37","14","2","0","53","0","0","","0","","19","56","10","0","1","0","1","0","18","2",
"Simon Sohm","chSUI","MF","Parma","itSerie A","23","2001","33.2","1467","45","262","900","326","45","1467","35","15","42.9","13","37.1","876","5074","2968","69","55","12","33","23","1042","67",
"Alex Sola","esESP","MF,FW","Getafe","esLa Liga","25","1999","11.4","446","8","63","166","225","35","446","61","21","34.4","35","57.4","265","1570","631","24","12","10","54","21","302","61",
"Arnau Solà","esESP","MF","Villarreal","esLa Liga","21","2003","0.1","3","0","2","0","1","0","3","0","0","","0","","1","0","0","0","0","0","0","0","2","0",
"Dominic Solanke","engENG","FW","Tottenham","engPremier League","26","1997","24.5","655","33","74","299","288","112","654","51","17","33.3","31","60.8","385","2126","848","31","23","14","69","51","459","88",
"Ola Solbakken","noNOR","MF,FW","Empoli","itSerie A","25","1998","8.4","263","7","32","139","98","15","263","15","7","46.7","8","53.3","150","1084","419","18","10","6","15","8","194","32",
"Carlos Soler","esESP","MF,FW","West Ham","engPremier League","27","1997","15.7","794","27","180","409","210","26","794","18","8","44.4","9","50.0","367","1806","783","17","17","4","14","14","539","37",
"Julio Soler","arARG","DF,FW","Bournemouth","engPremier League","19","2005","0.1","17","0","3","6","8","0","17","0","0","","0","","12","30","8","0","0","0","1","0","14","2",
"Oumar Solet","frFRA","DF","Udinese","itSerie A","24","2000","18.6","1325","175","609","632","101","15","1325","31","25","80.6","5","16.1","806","4076","2186","20","14","2","17","11","874","6",
"Jhon Solis","coCOL","MF","Girona","esLa Liga","19","2004","5.9","364","11","67","231","69","6","364","12","5","41.7","6","50.0","229","1305","557","9","10","1","9","10","274","15",
"Daniele Sommariva","itITA","GK","Genoa","itSerie A","27","1997","0.3","18","15","18","0","0","0","18","0","0","","0","","6","28","24","0","0","0","0","0","5","0",
"Yann Sommer","chSUI","GK","Inter","itSerie A","35","1988","33.0","1388","1095","1383","6","0","0","1388","0","0","","0","","925","4040","2214","0","0","0","0","0","955","0",
"David Soria","esESP","GK","Getafe","esLa Liga","31","1993","38.0","1118","882","1098","20","0","0","1118","0","0","","0","","459","2883","1988","0","0","0","3","0","286","0",
"Juan Soriano","esESP","GK","Leganés","esLa Liga","26","1997","6.0","199","173","199","0","0","0","199","0","0","","0","","90","447","281","0","0","0","0","0","59","0",
"Borna Sosa","hrCRO","DF","Torino","itSerie A","26","1998","13.1","781","29","222","372","193","14","781","7","3","42.9","2","28.6","417","2251","866","13","15","1","9","1","454","49",
"Ramón Sosa","pyPAR","FW,MF","Nott'ham Forest","engPremier League","24","1999","3.3","154","6","36","48","77","15","154","13","8","61.5","5","38.5","75","601","333","12","7","5","6","5","81","17",
"Hugo Sotelo","esESP","MF","Celta Vigo","esLa Liga","20","2003","13.9","1097","17","177","706","226","10","1097","20","8","40.0","9","45.0","656","3170","1326","21","18","2","11","12","860","38",
"Florian Sotoca","frFRA","FW,MF","Lens","frLigue 1","33","1990","19.9","1186","25","105","546","544","89","1186","39","16","41.0","19","48.7","679","2942","1488","44","43","7","20","22","932","170",
"Riccardo Sottil","itITA","FW,MF","Fiorentina","itSerie A","25","1999","9.3","356","2","35","118","217","41","356","27","11","40.7","9","33.3","272","2907","1868","71","31","27","21","8","285","100",
"Riccardo Sottil","itITA","FW,MF","Milan","itSerie A","25","1999","1.4","63","1","10","20","33","6","63","4","1","25.0","2","50.0","47","366","214","11","5","3","3","1","45","14",
"Tomáš Souček","czCZE","MF","West Ham","engPremier League","29","1995","28.5","1280","128","355","626","303","102","1280","12","6","50.0","6","50.0","506","1553","559","9","12","3","20","15","764","68",
"Matìas Soulé","arARG","MF,DF","Roma","itSerie A","21","2003","19.8","1271","24","137","472","673","73","1271","108","35","32.4","54","50.0","794","4724","2444","84","56","32","56","32","915","191",
"Boubakary Soumaré","frFRA","MF","Leicester City","engPremier League","25","1999","24.1","1441","73","386","903","166","18","1441","45","27","60.0","14","31.1","847","3904","2011","34","19","4","24","22","1013","23",
"Issa Soumaré","snSEN","FW,MF","Le Havre","frLigue 1","23","2000","21.1","839","30","132","354","379","87","839","57","16","28.1","34","59.6","495","3210","1559","61","40","13","62","32","596","144",
"Djibril Sow","chSUI","MF","Sevilla","esLa Liga","27","1997","22.9","1197","35","277","709","219","32","1197","25","10","40.0","11","44.0","604","3061","1370","23","16","3","36","9","827","50",
"Saidou Sow","gnGUI","DF","Strasbourg","frLigue 1","22","2002","11.3","735","112","476","245","16","8","735","2","1","50.0","1","50.0","465","1531","687","0","1","0","4","3","548","2",
"Saidou Sow","gnGUI","DF","Nantes","frLigue 1","22","2002","8.9","511","111","306","196","10","6","511","6","4","66.7","2","33.3","288","1336","703","2","1","0","2","2","314","0",
"Djed Spence","engENG","DF","Tottenham","engPremier League","23","2000","19.9","1428","81","500","641","309","25","1428","76","38","50.0","31","40.8","794","4661","2481","59","44","7","28","33","872","70",
"Leonardo Spinazzola","itITA","DF,FW","Napoli","itSerie A","31","1993","16.9","1051","38","244","472","344","38","1051","64","28","43.8","29","45.3","603","4478","2504","83","64","24","17","18","679","81",
"Marco Sportiello","itITA","GK","Milan","itSerie A","32","1992","1.4","63","42","62","1","0","0","63","0","0","","0","","37","180","117","0","0","0","0","0","31","0",
"Anton Stach","deGER","MF,DF","Hoffenheim","deBundesliga","25","1998","28.7","1925","141","578","1077","292","32","1925","35","15","42.9","18","51.4","1002","5221","2932","33","31","5","23","10","1136","36",
"Jens Stage","dkDEN","MF","Werder Bremen","deBundesliga","27","1996","24.5","1271","43","309","655","317","83","1271","17","8","47.1","8","47.1","668","2666","1241","28","24","6","27","10","834","89",
"Josip Stanišić","hrCRO","DF","Bayern Munich","deBundesliga","24","2000","9.7","876","55","226","497","165","10","876","7","5","71.4","2","28.6","533","2691","1611","20","25","3","11","6","606","30",
"Filip Stankovic","rsSRB","GK","Venezia","itSerie A","22","2002","15.2","566","486","561","5","0","0","566","0","0","","0","","341","1802","1156","0","0","0","0","0","304","0",
"Jay Stansfield","engENG","MF","Fulham","engPremier League","21","2002","0.0","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Carl Starfelt","seSWE","DF","Celta Vigo","esLa Liga","29","1995","25.2","1901","265","963","915","29","11","1901","1","1","100.0","0","0.0","1104","4606","2548","11","5","1","9","0","1337","1",
"Niklas Stark","deGER","DF","Werder Bremen","deBundesliga","29","1995","23.4","1558","161","813","697","49","14","1558","1","1","100.0","0","0.0","882","3545","1549","7","3","0","7","0","1003","3",
"Lucas Stassin","beBEL","FW","Saint-Étienne","frLigue 1","19","2004","21.0","655","9","39","273","347","85","655","36","15","41.7","19","52.8","326","1346","558","26","13","13","57","20","455","149",
"Jason Steele","engENG","GK","Brighton","engPremier League","33","1990","2.0","114","107","114","0","0","0","114","0","0","","0","","91","361","151","0","0","0","0","0","83","0",
"Orri Steinn Óskarsson","isISL","FW","Real Sociedad","esLa Liga","19","2004","10.5","285","9","25","127","134","37","285","8","2","25.0","5","62.5","122","462","154","6","2","5","17","11","207","50",
"Pascal Stenzel","deGER","DF","Stuttgart","deBundesliga","28","1996","3.2","246","6","60","111","77","6","246","0","0","","0","","136","523","206","2","5","0","2","0","146","16",
"Jack Stephens","engENG","DF","Southampton","engPremier League","30","1994","15.4","1097","128","461","543","97","11","1097","4","0","0.0","4","100.0","631","2996","1407","14","12","1","3","3","783","2",
"Leonidas Stergiou","chSUI","DF","Stuttgart","deBundesliga","22","2002","9.5","642","32","171","322","152","9","642","6","4","66.7","2","33.3","339","1536","640","11","13","2","6","4","376","32",
"Raheem Sterling","engENG","FW,MF","Arsenal","engPremier League","29","1994","5.5","274","2","10","58","209","38","274","30","10","33.3","10","33.3","201","1407","750","27","11","15","13","14","211","79",
"Enzo Sternal","frFRA","FW,MF","Marseille","frLigue 1","17","2007","0.3","13","0","1","10","2","0","13","3","1","33.3","2","66.7","10","30","13","0","0","0","2","0","12","0",
"Finley Stevens","wlsWAL","DF","St. Pauli","deBundesliga","21","2003","0.0","2","0","0","1","1","0","2","0","0","","0","","1","3","2","0","0","0","0","0","1","0",
"Ross Stewart","sctSCO","FW","Southampton","engPremier League","28","1996","4.3","140","9","25","55","62","15","140","5","3","60.0","2","40.0","64","298","81","3","0","4","7","9","100","10",
"Angelo Stiller","deGER","MF","Stuttgart","deBundesliga","23","2001","30.5","2781","75","486","1752","556","35","2781","30","20","66.7","10","33.3","1588","7214","3723","39","39","3","21","25","2112","69",
"Kevin Stöger","atAUT","MF","Gladbach","deBundesliga","30","1993","17.2","1318","31","189","666","469","34","1316","36","17","47.2","15","41.7","699","3680","1757","40","39","5","29","25","911","95",
"Stoichkov","esESP","MF,FW","Alavés","esLa Liga","30","1993","7.8","304","6","39","135","135","28","304","18","6","33.3","9","50.0","179","938","377","9","5","3","20","7","194","41",
"Petar Stojanović","siSVN","MF","Empoli","itSerie A","28","1995","0.0","3","1","2","1","0","0","3","0","0","","0","","2","5","1","0","0","0","0","0","1","0",
"Jakub Stolarczyk","plPOL","GK","Leicester City","engPremier League","23","2000","10.0","411","309","406","6","0","0","411","0","0","","0","","221","983","595","0","0","0","1","0","225","0",
"John Stones","engENG","DF,MF","Manchester City","engPremier League","30","1994","6.1","442","40","142","234","68","4","442","2","2","100.0","0","0.0","292","2146","1183","10","14","0","2","0","333","2",
"Jørgen Strand Larsen","noNOR","FW","Wolves","engPremier League","24","2000","28.7","736","36","85","348","304","108","736","20","8","40.0","11","55.0","345","1194","464","17","14","9","90","34","534","112",
"Gabriel Strefezza","brBRA","FW,MF","Como","itSerie A","27","1997","29.1","1483","27","197","595","704","93","1483","82","36","43.9","33","40.2","1033","5397","2707","80","42","33","49","53","1110","190",
"Cristhian Stuani","uyURU","FW","Girona","esLa Liga","37","1986","12.0","256","10","32","107","118","55","253","5","2","40.0","2","40.0","96","292","83","2","0","2","24","7","156","36",
"Álex Suárez","esESP","DF","Las Palmas","esLa Liga","31","1993","27.3","1609","225","877","684","53","19","1609","2","0","0.0","2","100.0","816","3700","1912","6","4","0","12","1","1020","3",
"Denis Suárez","esESP","MF","Villarreal","esLa Liga","30","1994","6.8","358","5","70","147","143","23","358","17","10","58.8","5","29.4","197","1368","807","27","18","5","13","8","257","24",
"Gabriel Suazo","clCHI","DF","Toulouse","frLigue 1","26","1997","24.0","1484","54","355","673","473","39","1484","39","25","64.1","11","28.2","782","3335","1955","42","36","8","36","14","889","118",
"Luka Sučić","hrCRO","MF","Real Sociedad","esLa Liga","21","2002","19.9","1094","20","146","623","339","32","1094","53","25","47.2","24","45.3","666","3752","1594","30","34","5","33","16","779","56",
"Yukinari Sugawara","jpJPN","DF,MF","Southampton","engPremier League","24","2000","17.3","1066","67","327","410","334","29","1066","20","9","45.0","10","50.0","564","2569","1384","33","16","7","18","5","709","78",
"Niklas Süle","deGER","DF","Dortmund","deBundesliga","28","1995","11.7","1038","103","436","531","75","9","1038","7","3","42.9","4","57.1","668","2836","1539","15","12","0","3","0","798","10",
"Ibrahim Sulemana","ghGHA","MF","Atalanta","itSerie A","21","2003","3.1","209","5","43","137","30","1","209","4","1","25.0","1","25.0","135","830","421","2","6","0","7","3","155","2",
"Kamaldeen Sulemana","ghGHA","FW,MF","Southampton","engPremier League","22","2002","15.6","587","17","92","219","301","59","587","103","39","37.9","56","54.4","380","3283","1620","63","37","28","50","25","410","87",
"Crysencio Summerville","nlNED","FW,MF","West Ham","engPremier League","22","2001","8.7","372","9","47","147","181","38","372","39","13","33.3","18","46.2","207","1463","762","29","15","13","20","16","259","71",
"Tomáš Suslov","skSVK","MF,FW","Hellas Verona","itSerie A","22","2002","23.1","811","18","137","393","306","28","811","77","36","46.8","30","39.0","462","3196","1314","39","28","10","54","34","466","77",
"Suso","esESP","FW,MF","Sevilla","esLa Liga","30","1993","6.7","463","1","53","159","257","15","463","32","14","43.8","16","50.0","280","1526","769","20","22","2","9","15","334","74",
"Zion Suzuki","jpJPN","GK","Parma","itSerie A","21","2002","36.8","1605","1295","1594","12","0","0","1605","0","0","","0","","953","4946","3187","0","0","0","1","0","748","0",
"Mattias Svanberg","seSWE","MF","Wolfsburg","deBundesliga","25","1999","13.5","520","27","115","249","163","25","520","25","10","40.0","13","52.0","235","1082","489","11","17","1","19","10","279","39",
"Daniel Svensson","seSWE","DF,FW","Dortmund","deBundesliga","22","2002","8.7","580","24","146","214","224","25","580","5","1","20.0","3","60.0","303","1155","557","11","6","5","6","7","358","51",
"Marin Šverko","hrCRO","DF","Venezia","itSerie A","26","1998","12.4","711","95","339","331","49","3","711","10","6","60.0","2","20.0","356","1645","958","8","3","0","8","4","388","1",
"Mile Svilar","rsSRB","GK","Roma","itSerie A","24","1999","38.0","1531","1226","1522","8","1","1","1531","0","0","","0","","944","4802","2705","0","0","0","0","1","874","0",
"Michael Svoboda","atAUT","DF","Venezia","itSerie A","25","1998","14.6","984","147","476","454","59","15","984","3","2","66.7","1","33.3","509","3214","1984","13","15","2","12","11","563","5",
"Williot Swedberg","seSWE","FW,MF","Celta Vigo","esLa Liga","20","2004","15.0","562","6","53","222","293","72","562","44","10","22.7","29","65.9","351","2103","1032","34","21","18","50","16","412","116",
"Abakar Sylla","ciCIV","DF","Strasbourg","frLigue 1","21","2002","10.6","791","151","510","258","26","9","791","6","3","50.0","3","50.0","425","1490","618","0","1","0","5","4","497","3",
"Issiaga Sylla","gnGUI","DF","Montpellier","frLigue 1","30","1994","12.8","683","50","191","338","161","14","683","15","9","60.0","6","40.0","335","1985","1097","33","23","1","16","8","394","46",
"Mamadou Sylla","snSEN","FW,MF","Valladolid","esLa Liga","30","1994","17.6","431","14","44","226","163","37","427","17","5","29.4","8","47.1","188","873","399","15","8","6","43","20","284","52",
"Wojciech Szczęsny","plPOL","GK","Barcelona","esLa Liga","34","1990","15.0","492","370","482","10","0","0","492","1","1","100.0","0","0.0","286","1121","509","0","0","0","0","0","274","0",
"Sammie Szmodics","ieIRL","FW,MF","Ipswich Town","engPremier League","28","1995","11.0","318","17","80","125","119","33","318","12","4","33.3","6","50.0","179","1003","407","16","8","7","24","17","193","47",
"Dominik Szoboszlai","huHUN","MF","Liverpool","engPremier League","23","2000","27.7","1584","32","220","761","626","104","1584","41","21","51.2","17","41.5","805","4223","2372","72","49","18","37","23","1073","127",
"Alexander Sørloth","noNOR","FW","Atlético Madrid","esLa Liga","28","1995","17.4","602","29","58","276","276","116","601","37","14","37.8","22","59.5","323","1713","787","32","13","15","63","32","454","81",
"Musa Al-Taamari","joJOR","FW,MF","Montpellier","frLigue 1","27","1997","12.4","470","1","34","191","259","55","470","71","23","32.4","40","56.3","316","2627","1260","55","29","25","48","20","342","76",
"Musa Al-Taamari","joJOR","FW,MF","Rennes","frLigue 1","27","1997","6.3","206","2","15","71","124","41","206","20","7","35.0","9","45.0","114","984","548","21","10","9","21","7","147","39",
"Haris Tabakovic","baBIH","FW","Hoffenheim","deBundesliga","30","1994","9.1","334","20","40","148","147","50","334","12","4","33.3","8","66.7","165","517","164","4","8","3","25","10","240","45",
"Nicolás Tagliafico","arARG","DF","Lyon","frLigue 1","31","1992","21.1","1582","77","454","786","350","46","1582","8","1","12.5","4","50.0","822","3159","1666","31","27","4","21","4","1024","81",
"Jonathan Tah","deGER","DF","Leverkusen","deBundesliga","28","1996","33.0","2626","224","888","1597","147","43","2626","5","3","60.0","2","40.0","1551","8110","4531","15","23","0","16","10","1888","9",
"Adrien Tameze","cmCMR","MF,DF","Torino","itSerie A","30","1994","7.2","368","15","89","180","99","13","368","15","4","26.7","8","53.3","214","1291","611","16","9","0","10","3","257","21",
"Axel Tapé","frFRA","DF,MF","Paris S-G","frLigue 1","16","2007","2.0","174","11","58","107","12","0","174","3","1","33.3","2","66.7","129","657","244","1","2","0","5","2","143","1",
"Renato Tapia","pePER","MF,DF","Leganés","esLa Liga","29","1995","26.9","1397","134","469","802","138","13","1397","37","19","51.4","14","37.8","663","2944","1418","17","15","3","33","15","779","20",
"Edmond Tapsoba","bfBFA","DF","Leverkusen","deBundesliga","25","1999","27.9","2214","145","692","1279","255","23","2214","19","11","57.9","8","42.1","1326","7109","4141","52","39","1","16","5","1564","17",
"Florian Tardieu","frFRA","MF","Saint-Étienne","frLigue 1","32","1992","13.9","1141","42","201","644","305","16","1141","13","3","23.1","9","69.2","598","2184","1035","11","17","0","15","9","846","44",
"Mehdi Taremi","irIRN","FW","Inter","itSerie A","32","1992","9.1","318","11","36","140","148","45","317","11","6","54.5","3","27.3","186","920","363","10","9","6","14","5","230","47",
"Matt Targett","engENG","DF","Newcastle Utd","engPremier League","28","1995","0.2","17","0","3","8","6","0","17","0","0","","0","","4","12","6","0","0","0","0","0","12","1",
"Oussama Targhalline","maMAR","MF","Le Havre","frLigue 1","22","2002","11.0","551","25","116","292","151","11","551","13","5","38.5","7","53.8","330","2100","846","25","25","1","17","21","385","34",
"James Tarkowski","engENG","DF","Everton","engPremier League","31","1992","32.5","1706","355","974","635","106","57","1706","7","5","71.4","2","28.6","727","3610","1943","9","10","0","13","7","927","3",
"César Tárrega","esESP","DF","Valencia","esLa Liga","22","2002","33.6","2096","330","1141","914","58","37","2096","15","11","73.3","2","13.3","1134","6087","3641","20","10","0","15","4","1318","1",
"Nuno Tavares","ptPOR","DF","Lazio","itSerie A","24","2000","18.7","1302","61","349","548","435","39","1302","105","49","46.7","43","41.0","736","5619","3359","98","67","20","45","32","811","100",
"Marcus Tavernier","engENG","FW,MF","Bournemouth","engPremier League","25","1999","21.5","1196","20","135","468","622","58","1196","65","28","43.1","31","47.7","705","4335","2068","53","51","9","46","47","790","129",
"Charlie Taylor","engENG","DF","Southampton","engPremier League","30","1993","4.0","279","35","121","120","39","2","279","2","2","100.0","0","0.0","116","500","187","3","3","0","1","1","172","7",
"Jack Taylor","ieIRL","MF","Ipswich Town","engPremier League","26","1998","9.6","534","32","161","281","103","8","534","11","4","36.4","4","36.4","254","1506","791","11","10","1","10","6","345","23",
"Loum Tchaouna","frFRA","FW,MF","Lazio","itSerie A","20","2003","7.3","341","14","35","133","174","33","341","10","5","50.0","5","50.0","188","1050","516","22","8","8","26","6","246","66",
"Jackson Tchatchoua","cmCMR","DF,MF","Hellas Verona","itSerie A","22","2001","35.2","1403","83","370","559","494","35","1403","40","21","52.5","16","40.0","685","4475","2400","88","59","18","50","15","748","163",
"Enzo Tchato","cmCMR","DF","Montpellier","frLigue 1","21","2002","21.1","1204","79","346","577","295","14","1204","14","6","42.9","7","50.0","532","3083","1735","44","34","3","16","5","670","95",
"Aurélien Tchouaméni","frFRA","DF,MF","Real Madrid","esLa Liga","24","2000","29.9","2324","216","798","1332","207","25","2324","16","10","62.5","3","18.8","1440","7111","3821","19","16","1","23","8","1689","13",
"Álvaro Tejero","esESP","MF,DF","Espanyol","esLa Liga","28","1996","13.8","757","33","162","322","286","13","757","14","3","21.4","10","71.4","336","1885","892","27","17","2","17","6","394","72",
"Martín Tejón","esESP","MF,DF","Valencia","esLa Liga","20","2004","0.5","34","1","3","14","18","2","34","4","2","50.0","2","50.0","17","93","36","0","0","0","1","3","23","6",
"Mathys Tel","frFRA","FW","Tottenham","engPremier League","19","2005","10.1","414","9","58","150","217","40","413","53","15","28.3","31","58.5","266","1578","805","28","23","11","28","15","279","72",
"Mathys Tel","frFRA","FW,MF","Bayern Munich","deBundesliga","19","2005","2.8","157","0","15","55","89","14","157","12","6","50.0","6","50.0","109","745","198","6","7","3","4","6","135","34",
"Nathan Tella","ngNGA","MF,FW","Leverkusen","deBundesliga","25","1999","15.1","529","8","54","189","290","67","529","51","19","37.3","25","49.0","308","1708","811","38","13","17","39","16","389","130",
"Nahuel Tenaglia","arARG","DF","Alavés","esLa Liga","28","1996","32.5","1835","105","575","808","466","48","1835","35","17","48.6","13","37.1","757","3858","2004","42","41","5","36","15","829","98",
"Arnau Tenas","esESP","GK","Paris S-G","frLigue 1","23","2001","1.0","33","22","30","3","0","0","33","0","0","","0","","28","153","120","0","0","0","0","0","21","0",
"Casper Tengstedt","dkDEN","FW","Hellas Verona","itSerie A","24","2000","16.9","458","30","47","199","217","58","457","27","9","33.3","16","59.3","238","1247","564","29","14","13","36","6","303","85",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","32","1992","7.5","262","186","260","2","0","0","262","0","0","","0","","158","755","562","0","0","0","0","0","154","0",
"Filippo Terracciano","itITA","DF,MF","Milan","itSerie A","21","2003","6.0","303","10","93","169","43","3","303","2","0","0.0","2","100.0","162","642","338","5","3","0","1","5","194","9",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","34","1990","3.0","96","80","96","0","0","0","96","0","0","","0","","67","285","144","0","0","0","0","0","58","0",
"Ramón Terrats","esESP","MF,FW","Villarreal","esLa Liga","23","2000","1.5","106","8","25","54","27","2","106","6","1","16.7","5","83.3","64","194","69","1","0","0","6","2","75","3",
"Ramón Terrats","esESP","MF,FW","Getafe","esLa Liga","23","2000","13.5","493","15","77","219","213","23","493","50","25","50.0","20","40.0","256","1340","480","8","10","4","33","12","291","37",
"Martin Terrier","frFRA","MF,FW","Leverkusen","deBundesliga","27","1997","6.5","250","3","13","107","131","35","250","4","2","50.0","2","50.0","129","578","276","11","4","4","11","6","205","35",
"Tanner Tessmann","usUSA","MF","Lyon","frLigue 1","22","2001","13.7","915","49","226","526","174","20","915","20","10","50.0","9","45.0","575","2551","1167","11","16","1","12","11","679","27",
"Kenny Tete","nlNED","DF","Fulham","engPremier League","28","1995","19.7","1205","79","402","484","329","37","1205","20","9","45.0","6","30.0","611","2851","1336","34","21","7","17","10","695","54",
"Teddy Teuma","mtMLT","MF","Reims","frLigue 1","30","1993","8.3","722","19","141","359","224","12","721","12","3","25.0","9","75.0","350","1344","569","9","4","0","11","11","502","34",
"Jordan Teze","nlNED","DF","Monaco","frLigue 1","24","1999","6.3","434","15","100","215","124","15","434","10","5","50.0","4","40.0","171","797","452","9","11","2","8","3","237","41",
"Florian Thauvin","frFRA","FW,MF","Udinese","itSerie A","31","1993","21.7","1062","8","105","432","537","82","1059","92","39","42.4","47","51.1","682","5087","2388","92","53","34","60","38","790","148",
"Arthur Theate","beBEL","DF","Eint Frankfurt","deBundesliga","24","2000","30.0","2230","237","902","1134","213","33","2230","13","10","76.9","3","23.1","1321","6297","3611","50","36","1","21","7","1431","24",
"Norman Theuerkauf","deGER","MF","Heidenheim","deBundesliga","37","1987","0.2","21","0","4","14","3","1","21","0","0","","0","","8","18","10","0","0","0","0","0","13","0",
"Thiago","brBRA","FW,MF","Brentford","engPremier League","23","2001","1.9","83","7","15","34","36","4","83","5","3","60.0","2","40.0","45","159","53","3","3","1","6","2","51","8",
"Malick Thiaw","deGER","DF","Milan","itSerie A","22","2001","20.1","1432","133","670","720","50","15","1432","4","3","75.0","1","25.0","905","4167","2180","12","11","0","8","2","1044","1",
"Denis Thomalla","deGER","MF","Heidenheim","deBundesliga","31","1992","0.0","1","0","0","1","0","0","1","0","0","","0","","1","8","0","0","0","0","0","0","0","0",
"Luke Thomas","engENG","DF","Leicester City","engPremier League","23","2001","12.3","775","50","294","366","120","8","775","6","3","50.0","3","50.0","371","1457","585","5","8","2","12","4","431","16",
"Sorba Thomas","wlsWAL","FW,MF","Nantes","frLigue 1","24","1999","14.7","674","25","111","276","303","20","674","24","9","37.5","14","58.3","372","2173","1059","41","29","7","26","25","427","93",
"Adrien Thomasson","frFRA","MF","Lens","frLigue 1","30","1993","29.1","1995","52","333","1028","650","112","1995","60","26","43.3","32","53.3","1056","4501","2078","30","34","9","67","41","1361","138",
"Morten Thorsby","noNOR","MF,FW","Genoa","itSerie A","28","1996","21.1","753","29","142","371","247","66","753","22","9","40.9","13","59.1","295","1529","684","24","17","6","45","28","470","76",
"Khéphren Thuram","frFRA","MF","Juventus","itSerie A","23","2001","25.8","1661","73","353","971","358","44","1661","70","39","55.7","28","40.0","1067","6581","3587","74","59","12","28","23","1258","52",
"Marcus Thuram","frFRA","FW","Inter","itSerie A","26","1997","25.4","830","21","71","333","439","160","830","53","24","45.3","22","41.5","453","3025","1468","62","33","36","55","29","612","170",
"Youri Tielemans","beBEL","MF","Aston Villa","engPremier League","27","1997","33.6","2385","103","479","1366","565","45","2384","61","31","50.8","19","31.1","1288","5561","2551","39","26","9","31","29","1667","48",
"Kieran Tierney","sctSCO","DF,FW","Arsenal","engPremier League","27","1997","2.9","199","8","36","72","91","6","199","4","2","50.0","1","25.0","108","447","253","8","6","1","3","0","143","29",
"Phillip Tietz","deGER","FW","Augsburg","deBundesliga","27","1997","18.7","677","22","68","298","320","89","676","31","15","48.4","15","48.4","347","1102","318","8","12","4","46","17","502","113",
"Jurriën Timber","nlNED","DF","Arsenal","engPremier League","23","2001","26.9","1661","51","304","859","505","66","1661","53","24","45.3","24","45.3","890","3916","2076","57","27","11","33","24","1052","104",
