Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved 
"Afonso Moreira","ptPOR","FW","Lyon","frLigue 1","20-253","2005","4.8","223","1","28","75","129","15","223","19","5","26.3","12","63.2","143","911","458","15","11","6","16","10","150","56",
"Diego Moreira","beBEL","DF,FW","Strasbourg","frLigue 1","21-113","2004","10.2","590","34","140","252","203","22","590","28","7","25.0","21","75.0","353","1733","855","29","17","7","16","10","405","87",
"Alberto Moreno","esESP","DF","Como","itSerie A","33-145","1992","1.7","109","4","28","57","25","1","109","2","0","0.0","2","100.0","60","176","56","2","2","1","1","0","67","5",
"Álex Moreno","esESP","DF","Girona","esLa Liga","32-172","1993","11.5","601","55","206","224","178","18","601","26","12","46.2","14","53.8","308","2102","1282","43","26","8","19","3","321","59",
"Gerard Moreno","esESP","FW","Villarreal","esLa Liga","33-234","1992","4.1","224","4","19","110","100","21","223","15","8","53.3","6","40.0","151","784","382","12","12","1","8","3","174","22",
"Matias Moreno","arARG","DF","Levante","esLa Liga","22-064","2003","8.7","421","70","220","186","19","9","421","2","1","50.0","1","50.0","218","1253","739","9","4","0","2","1","252","1",
"Tete Morente","esESP","FW,MF","Lecce","itSerie A","28-358","1996","8.5","371","12","40","152","185","20","371","26","9","34.6","15","57.7","191","1016","422","21","9","6","16","12","242","59",
"Stefano Moreo","itITA","FW,MF","Pisa","itSerie A","32-150","1993","5.8","197","13","40","101","65","18","196","7","4","57.1","3","42.9","99","660","257","10","9","1","18","0","124","21",
"Mateu Morey","esESP","DF","Mallorca","esLa Liga","25-270","2000","4.9","224","15","71","93","62","4","224","6","4","66.7","2","33.3","110","492","205","4","5","0","7","2","120","17",
"Ilaix Moriba","gnGUI","MF","Celta Vigo","esLa Liga","22-312","2003","9.9","534","22","103","291","144","19","534","16","4","25.0","11","68.8","283","1223","525","9","12","3","16","9","383","35",
"Manu Morlanes","esESP","MF","Mallorca","esLa Liga","26-319","1999","7.7","438","25","102","275","73","6","438","6","4","66.7","2","33.3","236","1263","740","10","13","2","8","5","270","11",
"Luca Moro","itITA","FW","Sassuolo","itSerie A","24-306","2001","0.3","13","0","0","5","8","3","13","0","0","","0","","7","10","8","0","0","0","4","0","12","4",
"Nikola Moro","hrCRO","MF","Bologna","itSerie A","27-260","1998","5.8","435","11","72","287","77","1","435","6","3","50.0","3","50.0","225","1126","475","3","6","0","3","2","296","8",
"Tyler Morton","engENG","MF","Lyon","frLigue 1","23-027","2002","10.7","669","36","159","350","166","9","669","10","7","70.0","3","30.0","359","2093","986","19","11","1","15","5","410","6",
"Daren Mosengo","frFRA","MF","Le Havre","frLigue 1","19-108","2006","0.1","10","0","5","4","1","0","10","0","0","","0","","1","3","3","0","0","0","1","0","4","0",
"Cristhian Mosquera","esESP","DF","Arsenal","engPremier League","21-153","2004","3.3","240","14","109","121","11","4","240","1","0","0.0","1","100.0","156","820","469","2","2","0","2","0","165","1",
"Daniel Mosquera","coCOL","FW","Hellas Verona","itSerie A","26-038","1999","1.4","51","4","7","22","22","10","51","2","0","0.0","2","100.0","25","102","50","3","2","2","7","3","36","12",
"Yerson Mosquera","coCOL","DF","Wolves","engPremier League","24-209","2001","2.0","111","14","53","54","5","2","111","2","0","0.0","1","50.0","65","268","95","1","0","0","0","0","68","1",
"Mason Mount","engENG","MF","Manchester Utd","engPremier League","26-321","1999","4.4","202","1","15","100","89","20","202","5","2","40.0","2","40.0","107","393","192","6","3","4","9","2","134","25",
"Samir El Mourabet","maMAR","MF","Strasbourg","frLigue 1","20-052","2005","7.3","501","21","120","319","67","3","501","11","6","54.5","5","45.5","321","1233","531","4","5","0","8","6","359","8",
"Santiago Mouriño","uyURU","DF","Villarreal","esLa Liga","23-287","2002","8.8","612","46","244","295","79","10","612","7","6","85.7","1","14.3","320","1468","787","10","9","5","8","1","344","2",
"Louis Mouton","frFRA","MF","Angers","frLigue 1","23-177","2002","8.3","372","7","63","232","79","11","372","7","2","28.6","5","71.4","194","822","361","8","5","1","16","14","274","24",
"Tarik Muharemovic","baBIH","DF","Sassuolo","itSerie A","22-272","2003","9.0","580","86","318","249","21","3","580","3","3","100.0","0","0.0","303","1720","919","3","6","1","1","0","343","1",
"Miro Muheim","chSUI","MF,DF","Hamburger SV","deBundesliga","27-248","1998","10.9","747","26","248","342","165","13","747","14","9","64.3","5","35.7","389","2039","1152","30","12","3","10","5","422","29",
"Ngal'Ayel Mukau","cdCOD","MF,FW","Lille","frLigue 1","20-362","2004","4.3","189","3","25","104","64","10","189","3","1","33.3","2","66.7","113","477","240","5","5","1","6","1","138","13",
"Nordan Mukiele","frFRA","MF","Rennes","frLigue 1","19-288","2006","0.3","22","0","3","9","10","2","22","2","1","50.0","1","50.0","16","79","21","0","1","0","2","2","17","4",
"Nordi Mukiele","frFRA","DF","Sunderland","engPremier League","28-026","1997","10.0","618","70","225","277","119","17","618","7","3","42.9","3","42.9","284","1413","778","7","6","2","7","2","297","20",
"Marshall Munetsi","zwZIM","MF,FW","Wolves","engPremier League","29-158","1996","9.7","304","30","71","119","118","34","304","10","5","50.0","4","40.0","107","576","312","11","11","1","21","10","156","35",
"Rodrigo Muniz","brBRA","FW","Fulham","engPremier League","24-207","2001","3.9","101","10","10","49","43","18","101","8","3","37.5","5","62.5","49","110","33","0","1","0","20","4","71","11",
"Aihen Muñoz","esESP","DF","Real Sociedad","esLa Liga","28-103","1997","5.1","282","15","93","121","70","3","282","7","1","14.3","6","85.7","129","466","225","6","2","1","7","2","152","18",
"Daniel Muñoz","coCOL","DF,MF","Crystal Palace","engPremier League","29-185","1996","12.0","581","36","182","215","191","37","581","11","1","9.1","8","72.7","247","1111","508","17","9","3","15","2","290","69",
"Iker Muñoz","esESP","MF","Osasuna","esLa Liga","23-022","2002","2.2","126","5","20","90","18","0","126","1","1","100.0","0","0.0","66","354","181","1","3","0","2","2","72","4",
"Javier Muñoz","esESP","MF,FW","Getafe","esLa Liga","30-272","1995","1.8","56","1","8","32","16","5","56","0","0","","0","","23","103","32","1","1","0","3","1","35","6",
"Víctor Muñoz","esESP","FW,MF","Osasuna","esLa Liga","22-137","2003","10.2","385","6","37","154","207","35","385","69","26","37.7","37","53.6","264","2261","1082","36","33","17","29","23","284","67",
"Arijanet Muric","xkKVX","GK","Sassuolo","itSerie A","27-020","1998","11.0","429","317","414","14","1","1","429","0","0","","0","","251","1270","801","0","0","0","0","0","195","0",
"Murillo","brBRA","DF","Nott'ham Forest","engPremier League","23-146","2002","8.2","524","81","262","239","28","4","524","4","4","100.0","0","0.0","270","1175","672","3","5","0","2","2","308","0",
"Vedat Muriqi","xkKVX","FW","Mallorca","esLa Liga","31-217","1994","10.1","318","18","36","162","125","44","317","11","5","45.5","5","45.5","159","536","140","3","6","1","32","13","249","42",
"Jacob Murphy","engENG","FW","Newcastle Utd","engPremier League","30-276","1995","7.3","305","10","36","100","176","25","305","20","11","55.0","8","40.0","201","1146","510","17","11","6","12","6","231","85",
"Yunus Musah","usUSA","MF","Atalanta","itSerie A","22-363","2002","0.7","42","2","10","20","15","1","42","8","5","62.5","1","12.5","29","240","142","2","3","0","3","4","29","4",
"Yunus Musah","usUSA","DF","Milan","itSerie A","22-363","2002","1.0","46","1","7","18","21","2","46","6","2","33.3","2","33.3","31","212","92","4","1","0","0","0","38","8",
"Almoatasem Al Musrati","lyLBY","MF","Hellas Verona","itSerie A","29-235","1996","1.1","82","2","28","47","7","0","82","0","0","","0","","47","200","65","0","3","0","2","1","57","1",
"Juan Musso","arARG","GK","Atlético Madrid","esLa Liga","31-205","1994","1.0","31","29","31","0","0","0","31","0","0","","0","","19","91","66","0","0","0","0","0","16","0",
"Cheveyo Muy","nlNED","FW","Milan","itSerie A","","","0.1","4","0","0","2","2","1","4","0","0","","0","","4","40","28","1","1","1","2","1","3","1",
"Yvon Mvogo","chSUI","GK","Lorient","frLigue 1","31-174","1994","10.0","382","293","380","2","0","0","382","0","0","","0","","263","954","474","0","0","0","1","0","230","0",
"Joel Mvuka","noNOR","DF,MF","Lorient","frLigue 1","23-015","2002","4.8","182","8","55","56","75","9","182","15","5","33.3","8","53.3","107","750","405","12","9","4","3","4","112","32",
"Junior Mwanga","frFRA","DF,MF","Strasbourg","frLigue 1","22-200","2003","2.0","164","4","26","116","25","1","164","2","1","50.0","1","50.0","83","364","237","6","1","0","3","0","113","6",
"Junior Mwanga","frFRA","MF,DF","Nantes","frLigue 1","22-200","2003","9.8","442","21","135","241","73","14","442","12","7","58.3","5","41.7","276","1600","878","13","8","3","12","7","289","6",
"Phillipp Mwene","atAUT","DF","Mainz 05","deBundesliga","31-302","1994","9.8","477","15","108","178","196","27","477","10","5","50.0","4","40.0","202","829","384","10","8","2","7","6","248","54",
"Vitaliy Mykolenko","uaUKR","DF","Everton","engPremier League","26-182","1999","8.9","520","47","176","213","132","9","520","5","0","0.0","5","100.0","271","961","498","9","12","0","7","5","274","30",
"Joakim Mæhle","dkDEN","DF,FW","Wolfsburg","deBundesliga","28-191","1997","4.7","299","15","129","104","72","11","299","11","1","9.1","10","90.9","158","794","353","7","6","0","12","4","164","23",
"David Møller Wolfe","noNOR","MF,DF","Wolves","engPremier League","23-218","2002","2.6","108","3","33","44","35","5","108","2","2","100.0","0","0.0","46","239","102","4","5","0","1","2","58","10",
"Obite N'Dicka","ciCIV","DF","Roma","itSerie A","26-099","1999","11.4","767","70","359","371","43","15","767","7","3","42.9","3","42.9","396","1519","616","3","12","1","10","4","494","4",
"Konan N'dri","ciCIV","FW,MF","Lecce","itSerie A","25-031","2000","1.8","95","1","6","29","61","9","95","15","3","20.0","9","60.0","65","483","265","11","8","5","9","3","72","19",
"Bilal Nadir","maMAR","MF,FW","Marseille","frLigue 1","21-364","2003","2.9","165","2","10","61","94","14","165","4","1","25.0","1","25.0","125","701","461","10","4","7","5","4","138","24",
"Mahamadou Nagida","cmCMR","DF","Rennes","frLigue 1","20-152","2005","1.0","66","8","29","19","19","1","66","2","2","100.0","0","0.0","26","180","57","1","0","0","2","0","30","5",
"Younes Namli","dkDEN","MF,FW","Le Havre","frLigue 1","31-160","1994","2.7","146","2","26","63","61","8","146","3","2","66.7","1","33.3","79","521","208","7","8","1","9","4","78","21",
"Sebastian Nanasi","seSWE","MF","Strasbourg","frLigue 1","23-195","2002","2.1","112","2","12","57","46","11","112","2","1","50.0","1","50.0","69","252","140","4","3","2","6","0","82","26",
"Nikolas Nartey","dkDEN","MF,DF","Stuttgart","deBundesliga","25-278","2000","2.4","149","5","26","72","54","10","149","5","3","60.0","2","40.0","77","326","147","2","3","1","4","4","99","15",
"Natan","brBRA","DF","Betis","esLa Liga","24-294","2001","13.0","822","105","457","342","28","10","822","3","2","66.7","1","33.3","475","2572","1271","6","4","0","7","3","519","1",
"Pau Navarro","esESP","DF","Villarreal","esLa Liga","20-216","2005","3.6","284","18","104","151","30","0","284","1","1","100.0","0","0.0","141","455","244","2","1","0","3","1","175","1",
"Roberto Navarro","esESP","FW,MF","Athletic Club","esLa Liga","23-229","2002","5.2","252","8","25","103","127","21","252","26","9","34.6","9","34.6","158","964","526","20","13","10","17","15","191","35",
"Corrie Ndaba","ieIRL","DF,MF","Lecce","itSerie A","25-337","1999","0.8","43","2","14","23","7","0","43","2","2","100.0","0","0.0","18","72","25","0","0","0","2","0","24","1",
"Michel Ndary Adopo","frFRA","MF","Cagliari","itSerie A","25-131","2000","9.8","367","15","84","213","78","10","367","15","6","40.0","8","53.3","198","881","424","10","1","1","8","14","244","22",
"Iliman Ndiaye","snSEN","FW,MF","Everton","engPremier League","25-266","2000","11.0","477","20","83","175","237","37","476","59","28","47.5","27","45.8","299","2130","1044","39","25","10","36","24","299","66",
"Rassoul Ndiaye","snSEN","MF","Le Havre","frLigue 1","23-351","2001","9.2","362","12","75","167","127","16","362","11","5","45.5","6","54.5","207","1169","523","16","8","4","13","3","229","44",
"Quentin Ndjantou Mbitcha","frFRA","MF,FW","Paris S-G","frLigue 1","18-127","2007","2.9","178","3","25","84","72","9","178","9","6","66.7","3","33.3","114","697","311","10","7","5","4","1","136","23",
"Cher Ndour","itITA","MF","Fiorentina","itSerie A","21-123","2004","3.5","159","8","30","85","47","8","159","9","1","11.1","7","77.8","85","394","192","6","3","2","3","5","104","19",
"Dan Ndoye","chSUI","FW","Nott'ham Forest","engPremier League","25-033","2000","9.3","337","8","65","111","173","30","337","23","9","39.1","11","47.8","207","1577","841","35","16","12","26","11","233","77",
"Joseph Nduquidi","frFRA","MF","Metz","frLigue 1","21-027","2004","0.1","4","0","0","2","2","0","4","0","0","","0","","3","17","9","0","0","0","0","0","3","1",
"Paul Nebel","deGER","MF","Mainz 05","deBundesliga","23-048","2002","8.6","490","8","52","178","265","28","490","23","9","39.1","14","60.9","249","1226","392","12","7","4","26","8","328","75",
"Kosta Nedeljković","rsSRB","DF","RB Leipzig","deBundesliga","19-346","2005","0.1","2","0","1","1","0","0","2","0","0","","0","","1","4","0","0","0","0","0","0","1","0",
"Loïc Nego","huHUN","DF","Le Havre","frLigue 1","34-316","1991","10.9","681","40","205","343","147","11","681","14","9","64.3","4","28.6","352","1752","994","26","25","3","6","5","396","33",
"Dan Neil","engENG","MF","Sunderland","engPremier League","23-349","2001","0.0","3","2","2","1","0","0","3","0","0","","0","","1","6","2","0","0","0","0","0","0","0",
"Reiss Nelson","engENG","FW","Brentford","engPremier League","25-352","1999","0.2","19","0","0","10","10","1","19","2","1","50.0","1","50.0","12","67","31","1","1","0","1","0","15","4",
"Victor Nelsson","dkDEN","DF","Hellas Verona","itSerie A","27-044","1998","11.7","497","63","251","236","11","6","497","1","1","100.0","0","0.0","228","1113","495","2","2","0","3","0","253","0",
"David Neres","brBRA","FW,MF","Napoli","itSerie A","28-269","1997","5.5","284","5","28","92","169","19","284","37","7","18.9","22","59.5","171","1272","544","24","14","7","25","7","209","55",
"Martim Neto","ptPOR","MF","Elche","esLa Liga","22-317","2003","5.4","311","11","59","143","113","12","311","20","12","60.0","5","25.0","202","1170","611","14","10","4","13","8","231","17",
"Pedro Neto","ptPOR","FW","Chelsea","engPremier League","25-263","2000","10.2","484","3","32","155","307","36","484","49","20","40.8","22","44.9","320","2369","1374","47","21","10","27","10","348","89",
"Luca Netz","deGER","DF","Gladbach","deBundesliga","22-196","2003","3.7","207","9","67","87","54","4","207","3","2","66.7","1","33.3","77","315","149","3","2","1","3","2","111","17",
"Manuel Neuer","deGER","GK","Bayern Munich","deBundesliga","39-245","1986","10.0","428","288","414","14","0","0","428","0","0","","0","","295","1317","770","0","0","0","0","0","274","0",
"Florian Neuhaus","deGER","MF,FW","Gladbach","deBundesliga","28-256","1997","5.2","307","4","51","175","84","13","307","6","1","16.7","5","83.3","173","968","529","16","7","2","9","5","239","17",
"João Neves","ptPOR","MF","Paris S-G","frLigue 1","21-061","2004","5.2","466","10","57","242","169","18","466","4","1","25.0","1","25.0","267","1086","498","8","10","0","6","2","379","23",
"Yvan Neyou","cmCMR","MF","Getafe","esLa Liga","28-328","1997","0.7","27","1","4","16","7","0","27","2","0","0.0","1","50.0","15","53","21","0","2","0","2","2","19","2",
"Cyril Ngonge","beBEL","FW","Torino","itSerie A","25-185","2000","7.8","299","6","35","131","135","27","299","25","12","48.0","9","36.0","181","1182","546","19","5","11","28","15","223","64",
"Mikayil Ngor Faye","snSEN","DF,FW","Cremonese","itSerie A","21-136","2004","2.3","114","11","40","48","27","3","114","2","2","100.0","0","0.0","51","256","139","2","1","0","1","1","65","7",
"Mikayil Ngor Faye","snSEN","DF","Rennes","frLigue 1","21-136","2004","0.1","10","0","1","8","1","0","10","0","0","","0","","2","5","1","0","0","0","0","0","7","0",
"Nathan Ngoy","beBEL","DF","Lille","frLigue 1","22-170","2003","9.3","685","54","284","354","48","12","685","3","1","33.3","2","66.7","457","2301","1267","4","9","0","4","0","499","2",
