Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","25","1994","6.5","258","233","255","3","0","0","258","0","0","","0","","145","605","379","0","0","0","2","0","149","0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","29","1990","20.2","1095","23","227","652","234","19","1095","48","34","70.8","14","29.2","665","3971","2354","48","45","6","22","22","734","37",
"Kwadwo Asamoah","ghGHA","DF,MF","Cagliari","itSerie A","31","1988","2.5","136","8","34","70","35","1","136","3","2","66.7","1","33.3","72","325","211","4","5","0","1","1","77","11",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","23","1997","8.5","484","22","149","274","65","10","484","6","2","33.3","4","66.7","216","904","421","7","4","1","19","3","250","8",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","31","1989","36.0","1378","1165","1376","2","0","0","1378","0","0","","0","","743","3466","2213","0","0","0","1","0","658","0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","24","1996","20.8","1179","17","126","444","617","71","1179","39","29","74.4","10","25.6","761","5310","2520","92","62","16","32","23","935","166",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","19","2001","1.1","31","2","13","13","5","1","31","1","1","100.0","0","0.0","15","37","7","1","1","0","3","3","16","2",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","32","1987","31.8","1559","29","146","699","731","147","1554","85","60","70.6","25","29.4","973","5487","2651","93","48","47","56","27","1231","269",
"Roger Assalé","ciCIV","FW,MF","Dijon","frLigue 1","26","1993","9.2","274","2","31","125","121","27","274","23","10","43.5","13","56.5","203","1247","556","22","14","9","30","19","220","58",
"Youcef Atal","dzALG","DF,FW","Nice","frLigue 1","24","1996","10.6","790","26","192","367","243","22","790","36","20","55.6","16","44.4","481","2861","1563","43","29","11","39","13","515","95",
"Miguel Atienza","esESP","MF","Eibar","esLa Liga","21","1999","9.3","424","15","64","262","99","7","424","3","1","33.3","2","66.7","211","938","373","5","5","0","5","5","235","10",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","31","1989","25.9","887","19","113","345","437","119","885","25","12","48.0","13","52.0","525","3124","1692","65","29","28","39","19","703","195",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","23","1997","37.0","1341","1180","1336","5","1","1","1341","0","0","","0","","709","3742","2187","0","0","0","0","0","572","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","25","1994","35.7","2330","109","708","1016","632","31","2330","54","31","57.4","23","42.6","1215","6866","3913","105","72","7","43","16","1409","159",
"Jean-Kévin Augustin","frFRA","FW","Nantes","frLigue 1","23","1997","0.4","7","0","1","5","1","0","7","0","0","","0","","4","5","0","0","0","0","1","0","5","1",
"Ludwig Augustinsson","seSWE","DF,FW","Werder Bremen","deBundesliga","26","1994","21.7","1375","79","409","540","436","29","1375","10","6","60.0","4","40.0","571","2745","1609","38","27","6","17","5","679","108",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","27","1992","17.8","1221","78","416","555","264","25","1221","32","17","53.1","15","46.9","558","2181","1129","28","16","5","29","13","678","82",
"Charlie Austin","engENG","FW,MF","West Brom","engPremier League","31","1989","1.5","55","4","8","22","26","4","55","2","1","50.0","1","50.0","22","101","51","1","2","1","4","2","36","4",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","26","1994","2.2","76","0","9","35","32","5","76","2","0","0.0","2","100.0","37","179","79","1","1","0","1","7","59","9",
"Taiwo Awoniyi","ngNGA","FW","Union Berlin","deBundesliga","22","1997","15.1","485","3","26","268","203","66","485","29","13","44.8","16","55.2","294","1358","495","19","23","10","75","29","389","108",
"Mehmet Aydin","deGER","DF","Schalke 04","deBundesliga","18","2002","5.6","278","16","112","125","42","4","278","6","2","33.3","4","66.7","105","455","217","6","2","0","12","4","122","10",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","28","1991","23.3","973","17","137","476","381","57","973","89","52","58.4","37","41.6","585","3988","1762","58","32","14","82","60","711","109",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","25","1994","8.8","651","68","219","358","77","4","651","4","3","75.0","1","25.0","394","1642","1030","19","9","1","1","3","466","13",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","28","1991","37.8","3219","236","1348","1400","498","68","3219","59","41","69.5","18","30.5","1818","11724","7382","110","39","6","55","21","2030","110",
"Ramon Azeez","ngNGA","MF","Granada","esLa Liga","27","1992","1.1","43","1","5","28","10","2","43","0","0","","0","","24","64","13","0","0","0","1","1","26","2",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","30","1989","24.3","2302","113","813","1056","447","38","2302","14","6","42.9","8","57.1","1154","5118","2985","37","35","2","17","6","1603","83",
"Ludovic Baal","gfGUF","DF,MF","Brest","frLigue 1","34","1986","3.3","280","13","104","152","27","0","280","8","7","87.5","1","12.5","183","889","560","8","3","0","3","4","193","7",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","33","1986","8.7","244","1","20","108","118","38","244","14","5","35.7","9","64.3","139","664","308","11","11","4","20","11","178","52",
"Loïc Bade","frFRA","DF","Lens","frLigue 1","20","2000","29.0","2323","260","1238","1050","56","10","2323","26","23","88.5","3","11.5","1403","9668","5896","42","19","2","21","11","1489","2",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","31","1989","26.8","1907","78","478","1179","273","13","1907","46","36","78.3","10","21.7","1037","4120","1852","23","26","1","31","22","1194","25",
"Édgar Badía","esESP","GK","Elche","esLa Liga","28","1992","30.0","1228","1117","1226","2","1","1","1228","0","0","","0","","591","2683","1693","1","1","1","1","0","507","0",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","19","2001","31.9","2721","218","1123","1532","81","32","2721","7","4","57.1","3","42.9","1613","7551","4566","17","16","0","15","2","1955","6",
"Alex Baena","esESP","MF","Villarreal","esLa Liga","19","2001","1.5","74","2","13","27","34","2","74","4","2","50.0","2","50.0","38","220","100","5","4","0","0","2","53","12",
"Miguel Baeza","esESP","MF,FW","Celta Vigo","esLa Liga","20","2000","6.0","269","4","61","106","102","19","269","8","2","25.0","6","75.0","142","681","290","9","10","3","15","3","189","26",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","28","1992","18.0","558","9","22","266","276","72","557","24","14","58.3","10","41.7","348","1948","747","34","18","15","70","34","423","110",
"Leon Bailey","jmJAM","FW,MF","Leverkusen","deBundesliga","22","1997","23.8","1238","7","91","473","702","108","1238","136","74","54.4","62","45.6","734","5905","3027","112","68","43","71","30","899","254",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","26","1994","10.2","652","92","339","304","14","4","652","4","4","100.0","0","0.0","429","2480","1331","6","5","0","7","0","424","0",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","18","2001","1.0","39","35","39","0","0","0","39","0","0","","0","","24","92","37","0","0","0","0","0","20","0",
"Tiemoué Bakayoko","frFRA","MF","Napoli","itSerie A","25","1994","21.8","1449","36","296","973","187","16","1449","29","25","86.2","4","13.8","804","3386","1295","15","18","1","27","20","1063","17",
"Mitchel Bakker","nlNED","DF","Paris S-G","frLigue 1","20","2000","18.8","1486","45","322","694","482","28","1486","30","15","50.0","15","50.0","837","3130","1476","31","31","4","18","11","1023","180",
"Ridle Baku","deGER","FW,DF","Wolfsburg","deBundesliga","22","1998","29.8","1843","41","358","821","685","75","1843","73","37","50.7","35","47.9","989","5064","2450","69","45","14","61","38","1141","243",
"Ridle Baku","deGER","DF","Mainz 05","deBundesliga","22","1998","2.0","110","10","45","48","20","2","110","3","2","66.7","1","33.3","43","267","206","7","5","0","3","1","56","7",
"Dilane Bakwa","frFRA","FW,MF","Bordeaux","frLigue 1","17","2002","0.6","55","0","4","37","14","1","55","1","0","0.0","1","100.0","40","213","66","1","1","1","3","1","49","2",
"Fabián Balbuena","pyPAR","DF","West Ham","engPremier League","28","1991","13.3","632","93","321","294","23","10","632","2","1","50.0","1","50.0","286","1263","610","3","1","0","3","0","334","2",
"Keita Baldé","snSEN","FW","Sampdoria","itSerie A","25","1995","13.3","473","4","21","189","270","83","473","26","16","61.5","10","38.5","303","1848","962","40","26","23","45","15","400","110",
"George Baldock","grGRE","DF","Sheffield Utd","engPremier League","27","1993","31.0","1443","95","389","502","569","45","1443","33","17","51.5","16","48.5","656","4130","1969","68","47","9","33","20","772","140",
"Gareth Bale","wlsWAL","FW","Tottenham","engPremier League","31","1989","10.2","564","19","79","251","242","41","564","49","27","55.1","22","44.9","316","2345","1001","31","21","12","17","7","391","85",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","32","1988","18.8","1107","59","326","555","231","2","1107","15","10","66.7","5","33.3","551","2841","1630","28","15","1","19","10","615","48",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","21","1999","18.2","1248","122","627","580","50","16","1248","13","10","76.9","3","23.1","771","3755","1897","11","11","2","11","10","820","1",
"Fodé Ballo-Touré","snSEN","DF","Monaco","frLigue 1","23","1997","7.4","505","13","112","244","152","17","505","9","3","33.3","6","66.7","256","1560","789","30","17","6","7","5","302","52",
"Botond Balogh","huHUN","DF","Parma","itSerie A","18","2002","1.8","105","13","62","40","3","1","105","1","1","100.0","0","0.0","63","300","196","1","1","0","1","0","64","1",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","30","1990","15.0","993","36","315","495","189","5","993","9","4","44.4","5","55.6","479","1855","818","19","13","2","13","3","553","60",
"Jonathan Bamba","ciCIV","MF","Lille","frLigue 1","24","1996","33.2","2079","26","186","1022","901","68","2079","119","52","43.7","67","56.3","1348","7685","3685","103","95","23","89","72","1517","262",
"Robson Bambu","brBRA","DF","Nice","frLigue 1","22","1997","11.6","940","138","552","377","16","4","940","6","3","50.0","3","50.0","625","3211","1827","10","0","0","9","5","663","5",
"Patrick Bamford","engENG","FW","Leeds United","engPremier League","26","1993","33.9","850","47","82","384","394","163","848","40","19","47.5","21","52.5","388","1801","700","32","16","20","81","21","556","167",
"Mattia Bani","itITA","DF","Genoa","itSerie A","26","1993","10.2","650","82","358","271","22","7","650","1","0","0.0","1","100.0","325","1489","671","1","3","1","2","5","389","3",
"Mattia Bani","itITA","DF","Parma","itSerie A","26","1993","12.7","846","115","491","336","22","10","846","0","0","","0","","487","2361","1238","5","2","0","3","1","587","5",
"Simon Banza","cdCOD","FW","Lens","frLigue 1","23","1996","15.2","510","17","36","231","248","66","509","23","9","39.1","14","60.9","293","1341","542","17","13","4","52","22","400","115",
"Antonín Barák","czCZE","MF","Hellas Verona","itSerie A","25","1994","30.7","1598","57","234","937","459","76","1598","41","27","65.9","14","34.1","882","4840","2376","64","49","14","44","28","1080","101",
"Federico Barba","itITA","DF","Benevento","itSerie A","26","1993","29.5","1672","154","817","669","201","25","1672","8","5","62.5","3","37.5","760","3883","2099","23","22","1","14","6","891","26",
"Danilo Barbosa","brBRA","DF","Nice","frLigue 1","24","1996","2.8","234","25","119","110","5","1","234","1","1","100.0","0","0.0","168","1032","619","3","1","0","3","0","169","0",
"Barcia","esESP","DF","Granada","esLa Liga","19","2000","1.0","48","7","29","16","3","0","48","0","0","","0","","15","103","10","0","0","0","0","0","11","0",
"Melvin Bard","frFRA","DF","Lyon","frLigue 1","19","2000","4.8","453","12","100","208","148","9","453","11","8","72.7","3","27.3","255","1252","747","17","13","5","13","1","261","48",
"Enis Bardhi","mkMKD","MF","Levante","esLa Liga","25","1995","18.7","1100","26","207","505","405","35","1100","58","35","60.3","23","39.7","703","3605","1903","44","41","5","42","35","773","117",
"Phil Bardsley","sctSCO","DF","Burnley","engPremier League","35","1985","3.0","196","12","58","102","38","1","196","4","3","75.0","1","25.0","72","335","183","4","6","0","1","1","92","6",
"Nicolò Barella","itITA","MF","Inter","itSerie A","23","1997","32.2","2236","41","358","1168","737","54","2236","52","35","67.3","17","32.7","1305","7055","3879","99","77","12","63","28","1700","149",
"Philipp Bargfrede","deGER","MF","Werder Bremen","deBundesliga","31","1989","0.3","19","3","8","9","2","0","19","0","0","","0","","12","54","31","1","0","0","0","1","10","1",
"Kike Barja","esESP","MF,FW","Osasuna","esLa Liga","23","1997","15.9","697","13","106","294","313","32","697","82","54","65.9","28","34.1","468","3015","1281","46","29","8","55","40","506","143",
"Ross Barkley","engENG","MF","Aston Villa","engPremier League","26","1993","17.0","945","18","114","416","428","53","945","43","29","67.4","11","25.6","507","2834","1398","40","26","12","38","32","655","73",
"Ross Barkley","engENG","FW,MF","Chelsea","engPremier League","26","1993","0.5","32","1","7","18","8","0","32","1","1","100.0","0","0.0","18","132","69","2","2","0","2","1","26","1",
"Aymen Barkok","maMAR","MF,DF","Eint Frankfurt","deBundesliga","22","1998","10.9","668","12","73","309","298","28","668","45","23","51.1","22","48.9","357","2108","988","30","22","10","48","21","415","76",
"Ashley Barnes","engENG","FW","Burnley","engPremier League","30","1989","14.8","489","11","41","208","241","66","488","2","1","50.0","1","50.0","249","809","332","8","9","4","44","21","378","79",
"Harvey Barnes","engENG","FW,MF","Leicester City","engPremier League","22","1997","21.6","914","13","109","344","482","96","914","89","40","44.9","49","55.1","591","4576","2576","105","79","33","58","31","706","163",
"Marc Baró","esESP","DF","Cádiz","esLa Liga","20","1999","1.0","28","2","10","10","9","1","28","1","1","100.0","0","0.0","9","71","47","3","1","1","0","0","4","2",
"Antonio Barragán","esESP","DF","Elche","esLa Liga","33","1987","24.8","1527","133","691","630","210","11","1527","16","11","68.8","5","31.3","831","3526","1829","34","29","3","15","7","985","63",
"Antonio Barreca","itITA","DF","Fiorentina","itSerie A","25","1995","0.9","56","2","8","25","23","3","56","0","0","","0","","23","82","42","1","1","0","1","0","29","9",
"Leandro Barreiro Martins","luLUX","MF","Mainz 05","deBundesliga","20","2000","25.6","1028","78","286","490","256","51","1028","14","5","35.7","9","64.3","351","1311","521","11","14","1","34","11","425","42",
"Ander Barrenetxea","esESP","MF,FW","Real Sociedad","esLa Liga","18","2001","14.5","612","8","87","251","286","32","612","67","39","58.2","28","41.8","389","2805","1247","37","23","12","50","35","424","106",
"Jacob Barrett Laursen","dkDEN","DF","Arminia","deBundesliga","25","1994","12.3","692","59","255","343","102","1","692","9","8","88.9","1","11.1","297","1316","638","13","3","0","13","2","331","20",
"Musa Barrow","gmGAM","FW,MF","Bologna","itSerie A","21","1998","32.5","1559","16","150","652","771","119","1558","71","34","47.9","37","52.1","975","5675","2529","88","52","29","103","53","1175","253",
"Kyle Bartley","engENG","DF","West Brom","engPremier League","29","1991","28.7","1172","266","712","393","73","40","1172","4","4","100.0","0","0.0","440","2113","859","2","3","0","9","2","507","3",
"Paolo Bartolomei","itITA","MF","Spezia","itSerie A","30","1989","3.6","150","4","24","79","48","9","150","6","4","66.7","2","33.3","87","501","284","8","2","4","6","3","110","14",
"Marc Bartra","esESP","DF","Betis","esLa Liga","29","1991","18.8","1173","132","605","530","44","14","1173","8","7","87.5","1","12.5","599","2610","1394","4","9","0","12","1","722","4",
"Daniele Baselli","itITA","MF","Torino","itSerie A","28","1992","4.4","273","7","49","164","60","5","273","7","4","57.1","3","42.9","140","777","359","7","5","1","4","2","155","9",
"Chris Basham","engENG","DF,MF","Sheffield Utd","engPremier League","32","1988","28.6","1518","168","574","665","295","41","1518","30","21","70.0","9","30.0","707","4074","2566","38","32","2","30","19","792","48",
"Toma Bašić","hrCRO","MF","Bordeaux","frLigue 1","23","1996","28.9","1570","47","308","968","305","30","1570","31","23","74.2","8","25.8","998","4752","1986","31","24","2","46","22","1132","76",
"Álvaro Bastida","esESP","MF","Cádiz","esLa Liga","16","2004","0.4","8","0","2","6","0","0","8","0","0","","0","","4","4","4","0","0","0","0","0","6","0",
"Alessandro Bastoni","itITA","DF","Inter","itSerie A","21","1999","32.5","2547","245","931","1357","278","19","2547","15","12","80.0","3","20.0","1649","8511","5492","70","55","2","19","6","1923","60",
"Simone Bastoni","itITA","DF","Spezia","itSerie A","23","1996","16.9","1272","41","363","544","382","26","1272","40","25","62.5","15","37.5","702","4153","2439","51","41","2","28","19","766","78",
"Bastos","aoANG","DF","Lazio","itSerie A","29","1991","0.7","52","5","25","18","9","1","52","4","2","50.0","2","50.0","38","190","84","1","1","0","0","3","34","1",
"Michy Batshuayi","beBEL","FW","Crystal Palace","engPremier League","26","1993","8.1","255","6","23","132","104","25","255","17","11","64.7","6","35.3","146","875","517","16","10","7","26","22","197","44",
"Rodrigo Battaglia","arARG","MF","Alavés","esLa Liga","29","1991","27.7","1253","84","366","770","129","20","1253","25","18","72.0","7","28.0","717","3705","1663","22","13","0","18","15","765","14",
"Cristian Battocchio","itITA","MF","Brest","frLigue 1","28","1992","3.9","233","9","44","129","61","3","233","4","3","75.0","1","25.0","140","531","292","5","1","0","5","3","168","6",
"Oliver Baumann","deGER","GK","Hoffenheim","deBundesliga","30","1990","31.0","1429","1069","1414","15","0","0","1429","0","0","","0","","827","3378","1767","0","0","0","0","0","756","1",
"Julian Baumgartlinger","atAUT","MF","Leverkusen","deBundesliga","32","1988","11.9","758","18","143","496","123","9","758","6","6","100.0","0","0.0","389","1605","606","3","8","0","7","8","508","8",
"Christoph Baumgartner","atAUT","MF,FW","Hoffenheim","deBundesliga","20","1999","26.3","1353","36","203","674","498","95","1353","72","35","48.6","37","51.4","759","4314","2203","68","59","19","91","36","916","133",
"Jon Bautista","esESP","FW","Real Sociedad","esLa Liga","25","1995","4.1","147","4","9","60","81","23","147","6","4","66.7","2","33.3","81","368","168","5","5","2","16","4","109","26",
"Paul Baysse","frFRA","DF","Bordeaux","frLigue 1","32","1988","29.0","1989","225","986","978","33","18","1989","2","2","100.0","0","0.0","1220","5375","3139","17","10","1","3","3","1363","6",
"Noah Joel Sarenren Bazee","ngNGA","FW,MF","Augsburg","deBundesliga","23","1996","0.4","23","1","4","13","7","1","23","4","1","25.0","3","75.0","11","86","17","1","1","0","3","3","14","4",
"Ihlas Bebou","tgTOG","FW,MF","Hoffenheim","deBundesliga","26","1994","24.4","958","25","93","371","519","134","958","76","43","56.6","33","43.4","569","3617","1893","70","34","31","110","56","715","225",
