Name,Value,Fee,From,Direction
"Valentín Barco","€6.00m","loan transfer","R. Strasbourg","Joined"
"Evan Ferguson","€40.00m","loan transfer","West Ham","Joined"
"Abdallah Sima","€7.50m","loan transfer","Stade Brestois","Joined"
"Facundo Buonanotte","€18.00m","loan transfer","Leicester","Joined"
"Malick Yalcouyé","€5.00m","loan transfer","Sturm Graz","Joined"
"Steven Alzate","€4.00m","-","Without Club","Joined"
"Stefanos Tzimas","€10.00m","loan transfer","1.FC Nuremberg","Joined"
"Tom McGill","€600k","loan transfer","MK Dons","Joined"
"Ansu Fati","€25.00m","End of loanJun 30, 2024","Barcelona","Joined"
"Pedro Neto","€55.00m","€60.00m","Wolves","Left"
"João Félix","€30.00m","€52.00m","Atlético","Left"
"Kiernan Dewsbury-Hall","€30.00m","€35.40m","Leicester","Left"
"Filip Jørgensen","€20.00m","€24.50m","Villarreal","Left"
"Omari Kellyman","€1.00m","€22.50m","Aston Villa U21","Left"
"Mike Penders","€1.00m","€20.00m","Genk","Left"
"Aarón Anselmino","€3.00m","€16.50m","Boca Juniors","Left"
"Mathis Amougou","€5.00m","€15.00m","Saint-Étienne","Left"
"Renato Veiga","€3.00m","€14.00m","Basel","Left"
"Caleb Wiley","€5.00m","€10.10m","Atlanta","Left"
"Marc Guiu","€7.50m","€6.00m","Barcelona","Left"
"Jadon Sancho","€30.00m","Loan fee:€5.90m","Man Utd","Left"
"Tosin Adarabioyo","€20.00m","free transfer","Fulham","Left"
"Bashir Humphreys","€4.80m","-","Chelsea U21","Left"
"Tino Anjorin","€700k","-","Chelsea U21","Left"
"Tyrique George","-","-","Chelsea U21","Left"
"Josh Acheampong","€1.00m","-","Chelsea U21","Left"
"Gabriel Slonina","€4.00m","End of loanDec 31, 2024","Barnsley","Left"
"Caleb Wiley","€8.00m","End of loanFeb 2, 2025","R. Strasbourg","Left"
"David Datro Fofana","€8.50m","End of loanJan 28, 2025","Göztepe","Left"
"Trevoh Chalobah","€13.00m","End of loanJan 15, 2025","Crystal Palace","Left"
"Ângelo","€15.00m","End of loanJun 30, 2024","R. Strasbourg","Left"
"Aarón Anselmino","€8.00m","End of loanJan 3, 2025","Boca Juniors","Left"
"Andrey Santos","€25.00m","End of loanMay 31, 2025","R. Strasbourg","Left"
"Lucas Bergström","€700k","End of loanJun 18, 2024","Brommapojkarna","Left"
"Armando Broja","€22.00m","End of loanJun 30, 2024","Fulham","Left"
"Ian Maatsen","€40.00m","End of loanJun 30, 2024","Dortmund","Left"
"Romelu Lukaku","€30.00m","End of loanJun 30, 2024","Roma","Left"
"Lewis Hall","€18.00m","End of loanJun 30, 2024","Newcastle","Left"
"Hakim Ziyech","€9.00m","End of loanJun 30, 2024","Galatasaray","Left"
"Kepa Arrizabalaga","€12.00m","End of loanJun 30, 2024","Real Madrid","Left"
"Gabriel Slonina","€4.00m","End of loanJun 30, 2024","KAS Eupen","Left"
"Ian Maatsen","€40.00m","€44.50m","Aston Villa","Joined"
"Conor Gallagher","€50.00m","€42.00m","Atlético","Joined"
"Lewis Hall","€18.00m","€33.00m","Newcastle","Joined"
"Romelu Lukaku","€30.00m","€30.00m","Napoli","Joined"
"Omari Hutchinson","€7.00m","€23.50m","Ipswich","Joined"
"Ângelo","€15.00m","€23.00m","Al-Nassr","Joined"
"Cesare Casadei","€10.00m","€13.00m","Torino","Joined"
"Diego Moreira","€3.00m","€8.50m","R. Strasbourg","Joined"
"Axel Disasi","€30.00m","Loan fee:€6.00m","Aston Villa","Joined"
"Renato Veiga","€10.00m","Loan fee:€4.00m","Juventus","Joined"
"Kepa Arrizabalaga","€12.00m","Loan fee:€3.60m","Bournemouth","Joined"
"João Félix","€30.00m","Loan fee:€2.90m","AC Milan","Joined"
"Carney Chukwuemeka","€15.00m","Loan fee:€2.40m","Dortmund","Joined"
"Hakim Ziyech","€9.00m","free transfer","Galatasaray","Joined"
"Malang Sarr","€4.00m","free transfer","Lens","Joined"
"Thiago Silva","€1.00m","free transfer","Fluminense","Joined"
"Tino Anjorin","€700k","free transfer","FC Empoli","Joined"
"Trevoh Chalobah","€13.00m","loan transfer","Crystal Palace","Joined"
"Mike Penders","€1.00m","loan transfer","Genk","Joined"
"Armando Broja","€22.00m","loan transfer","Everton","Joined"
"Raheem Sterling","€35.00m","loan transfer","Arsenal","Joined"
"Djordje Petrovic","€20.00m","loan transfer","R. Strasbourg","Joined"
"David Datro Fofana","€12.00m","loan transfer","Göztepe","Joined"
"Bashir Humphreys","€4.80m","loan transfer","Burnley","Joined"
"Lesley Ugochukwu","€25.00m","loan transfer","Southampton","Joined"
"Caleb Wiley","€5.00m","loan transfer","R. Strasbourg","Joined"
"Gabriel Slonina","€4.00m","loan transfer","Barnsley","Joined"
"Alfie Gilchrist","€5.00m","loan transfer","Sheff Utd","Joined"
"Caleb Wiley","€8.00m","loan transfer","Watford","Joined"
"Ben Chilwell","€20.00m","loan transfer","Crystal Palace","Joined"
"Aarón Anselmino","€3.00m","loan transfer","Boca Juniors","Joined"
"Deivid Washington","€9.00m","loan transfer","Santos","Joined"
"Eddie Nketiah","€30.00m","€29.70m","Arsenal","Left"
"Maxence Lacroix","€20.00m","€18.00m","Wolfsburg","Left"
"Chadi Riad","€15.00m","€15.00m","Real Betis","Left"
"Ismaïla Sarr","€18.00m","€15.00m","Marseille","Left"
"Romain Esse","€5.00m","€14.20m","Millwall","Left"
"Daichi Kamada","€18.00m","free transfer","Lazio","Left"
"Trevoh Chalobah","€13.00m","loan transfer","Chelsea","Left"
"Matt Turner","€7.00m","loan transfer","Nott'm Forest","Left"
"Ben Chilwell","€20.00m","loan transfer","Chelsea","Left"
"Caleb Kporha","-","-","Palace U21","Left"
"Justin Devenny","€150k","-","Palace U21","Left"
"Malcolm Ebiowei","€1.20m","End of loanJan 3, 2025","Oxford United","Left"
"David Ozoh","€700k","End of loanMay 31, 2025","Derby","Left"
"Joe Whitworth","€1.50m","End of loanMay 31, 2025","Exeter City","Left"
"Luke Plange","€500k","End of loanDec 31, 2024","HJK Helsinki","Left"
"Malcolm Ebiowei","€1.50m","End of loanJun 30, 2024","RWDM","Left"
"Scott Banks","€300k","End of loanJun 30, 2024","St. Pauli","Left"
"Michael Olise","€55.00m","€53.00m","Bayern Munich","Joined"
"Joachim Andersen","€35.00m","€29.50m","Fulham","Joined"
"Sam Johnstone","€10.00m","€11.90m","Wolves","Joined"
"Jordan Ayew","€4.00m","€5.90m","Leicester","Joined"
"Scott Banks","€300k","€400k","St. Pauli","Joined"
"Jaïro Riedewald","€3.00m","free transfer","Royal Antwerp","Joined"
"Naouirou Ahamada","€8.00m","loan transfer","Stade Rennais","Joined"
"Luke Plange","€500k","loan transfer","Motherwell FC","Joined"
"Rob Holding","€4.00m","loan transfer","Sheff Utd","Joined"
"Jeffrey Schlupp","€6.00m","loan transfer","Celtic","Joined"
"Jesurun Rak-Sakyi","€2.00m","loan transfer","Sheff Utd","Joined"
"Malcolm Ebiowei","€1.50m","loan transfer","Oxford United","Joined"
"David Ozoh","€700k","loan transfer","Derby","Joined"
"Joe Whitworth","€1.00m","loan transfer","Exeter City","Joined"
"Nathan Ferguson","€1.00m","-","Without Club","Joined"
"James Tomkins","€700k","-","Without Club","Joined"
"Odsonne Édouard","€18.00m","loan transfer","Leicester","Joined"
"Trevoh Chalobah","€13.00m","End of loanJan 15, 2025","Chelsea","Joined"
"Jake O'Brien","€12.00m","€19.50m","Lyon","Left"
"Iliman Ndiaye","€15.00m","€18.00m","Marseille","Left"
"Tim Iroegbunam","€4.00m","€10.70m","Aston Villa","Left"
"Jesper Lindstrøm","€22.00m","Loan fee:€2.00m","Napoli","Left"
"Asmir Begovic","€300k","free transfer","QPR","Left"
"Orel Mangala","€20.00m","loan transfer","Lyon","Left"
"Armando Broja","€22.00m","loan transfer","Chelsea","Left"
"Carlos Alcaraz","€14.00m","loan transfer","Flamengo","Left"
"Harry Tyrer","-","-","Everton U21","Left"
"Harrison Armstrong","-","-","Everton U18","Left"
"Neal Maupay","€12.00m","End of loanJun 30, 2024","Brentford","Left"
"Amadou Onana","€50.00m","€59.35m","Aston Villa","Joined"
"Ben Godfrey","€10.00m","€12.50m","Atalanta","Joined"
"Lewis Dobbin","€2.50m","€11.80m","Aston Villa","Joined"
"Neal Maupay","€12.00m","Loan fee:€500k","Marseille","Joined"
"Andy Lonergan","€100k","free transfer","Wigan","Joined"
"Harry Tyrer","-","loan transfer","Blackpool","Joined"
"Mason Holgate","€5.00m","loan transfer","West Brom","Joined"
"Harrison Armstrong","€500k","loan transfer","Derby","Joined"
"Dele Alli","€5.00m","-","Without Club","Joined"
"André Gomes","€10.00m","-","Without Club","Joined"
"Billy Crellin","-","loan transfer","Accrington","Joined"
"Arnaut Danjuma","€13.00m","End of loanJun 30, 2024","Villarreal","Joined"
"Emile Smith Rowe","€22.00m","€31.80m","Arsenal","Left"
"Joachim Andersen","€35.00m","€29.50m","Crystal Palace","Left"
"Sander Berge","€20.00m","€23.55m","Burnley","Left"
"Jorge Cuenca","€6.00m","€6.70m","Villarreal","Left"
"Ryan Sessegnon","€10.00m","free transfer","Tottenham","Left"
"Reiss Nelson","€15.00m","loan transfer","Arsenal","Left"
"Luke Harris","€1.00m","-","Fulham U21","Left"
"Josh King","€200k","-","Fulham U18","Left"
"Willian","€1.00m","-","Without Club","Left"
"Martial Godo","€600k","-","Fulham U21","Left"
"Carlos Vinícius","€4.00m","End of loanJun 30, 2024","Galatasaray","Left"
"Tyrese Francois","€600k","End of loanJun 30, 2024","Vejle BK","Left"
"Terence Kongolo","€600k","End of loanJun 30, 2024","Rapid Vienna","Left"
"Kevin Mbabu","€4.00m","End of loanJun 30, 2024","Augsburg","Left"
"João Palhinha","€55.00m","€51.00m","Bayern Munich","Joined"
"Jay Stansfield","€3.50m","€17.80m","Birmingham","Joined"
"Tyrese Francois","€600k","free transfer","Wigan","Joined"
"Kevin Mbabu","€4.00m","free transfer","Midtjylland","Joined"
"Willian","€3.00m","free transfer","Olympiacos","Joined"
"Tim Ream","€800k","free transfer","Charlotte","Joined"
"Bobby De Cordova-Reid","€5.00m","free transfer","Leicester","Joined"
"Marek Rodák","€3.00m","free transfer","Al-Ettifaq","Joined"
"Tosin Adarabioyo","€20.00m","free transfer","Chelsea","Joined"
"Terence Kongolo","€600k","free transfer","NAC Breda","Joined"
"Luke Harris","€1.00m","loan transfer","Birmingham","Joined"
"Armando Broja","€22.00m","End of loanJun 30, 2024","Chelsea","Joined"
"Fodé Ballo-Touré","€3.00m","End of loanJun 30, 2024","AC Milan","Joined"
"Jaden Philogene","€15.00m","€23.70m","Aston Villa","Left"
"Omari Hutchinson","€7.00m","€23.50m","Chelsea","Left"
"Jacob Greaves","€15.00m","€21.50m","Hull City","Left"
"Liam Delap","€8.00m","€17.85m","Man City U21","Left"
"Jack Clarke","€15.00m","€17.70m","Sunderland","Left"
"Dara O'Shea","€7.00m","€14.20m","Burnley","Left"
"Sammie Szmodics","€7.00m","€10.60m","Blackburn","Left"
"Arijanet Murić","€7.00m","€9.55m","Burnley","Left"
"Chiedozie Ogbene","€8.00m","€9.50m","Luton","Left"
"Alex Palmer","€1.20m","€2.40m","West Brom","Left"
"Jens Cajuste","€10.00m","Loan fee:€1.50m","Napoli","Left"
"Conor Townsend","€1.50m","€590k","West Brom","Left"
"Ben Johnson","€8.00m","free transfer","West Ham","Left"
"Kalvin Phillips","€25.00m","loan transfer","Man City","Left"
"Ben Godfrey","€8.00m","loan transfer","Atalanta","Left"
"Julio Enciso","€22.00m","loan transfer","Brighton","Left"
"George Edmundson","€350k","End of loanJan 21, 2025","Middlesbrough","Left"
"Gassan Ahadme","€325k","€1.18m","Charlton","Joined"
"George Edmundson","€350k","€710k","Middlesbrough","Joined"
"Idris El Mizouni","€400k","€470k","Oxford United","Joined"
"Nick Hayes","-","free transfer","Barnet","Joined"
"Panutche Camara","€300k","free transfer","Crawley Town","Joined"
"Kayden Jackson","€300k","free transfer","Derby","Joined"
"Václav Hladký","€400k","free transfer","Burnley","Joined"
"Corrie Ndaba","€350k","?","Kilmarnock FC","Joined"
"Cameron Humphreys","€400k","loan transfer","Wycombe","Joined"
"Elkan Baggott","€250k","loan transfer","Blackpool","Joined"
"George Edmundson","€350k","loan transfer","Middlesbrough","Joined"
"Harry Clarke","€5.00m","loan transfer","Sheff Utd","Joined"
"Marcus Harness","€800k","loan transfer","Derby","Joined"
"Ali Al-Hamadi","€2.50m","loan transfer","Stoke City","Joined"
"Sone Aluko","€150k","-","Retired","Joined"
"Janoi Donacien","€300k","-","Without Club","Joined"
"Dominic Ball","€400k","-","Without Club","Joined"
"Freddie Ladapo","€500k","-","Without Club","Joined"
"Oliver Skipp","€15.00m","€23.50m","Tottenham","Left"
"Bilal El Khannouss","€30.00m","€22.50m","Genk","Left"
"Abdul Fatawu","€10.00m","€16.25m","Sporting","Left"
"Caleb Okoli","€8.00m","€14.00m","Atalanta","Left"
"Michael Golding","€300k","€5.90m","Chelsea U21","Left"
"Jordan Ayew","€4.00m","€5.90m","Crystal Palace","Left"
"Woyo Coulibaly","€2.00m","€3.00m","Parma","Left"
"Bobby De Cordova-Reid","€5.00m","free transfer","Fulham","Left"
"Facundo Buonanotte","€18.00m","loan transfer","Brighton","Left"
"Odsonne Édouard","€18.00m","loan transfer","Crystal Palace","Left"
"Tom Cannon","€6.00m","End of loanJan 15, 2025","Stoke City","Left"
"Ben Nelson","€500k","End of loanMay 31, 2025","Oxford United","Left"
"Boubakary Soumaré","€14.00m","End of loanJun 30, 2024","Sevilla FC","Left"
"Victor Kristiansen","€15.00m","End of loanJun 30, 2024","Bologna","Left"
"Kiernan Dewsbury-Hall","€30.00m","€35.40m","Chelsea","Joined"
"Tom Cannon","€6.00m","€11.85m","Sheff Utd","Joined"
"Dennis Praet","€4.00m","free transfer","Royal Antwerp","Joined"
"Kelechi Iheanacho","€12.00m","free transfer","Sevilla FC","Joined"
"Ben Nelson","€400k","loan transfer","Oxford United","Joined"
"Tom Cannon","€4.00m","loan transfer","Stoke City","Joined"
"Wanya Marçal","€300k","loan transfer","De Graafschap","Joined"
"Hamza Choudhury","€4.50m","loan transfer","Sheff Utd","Joined"
"Harry Souttar","€8.00m","loan transfer","Sheff Utd","Joined"
"Marc Albrighton","€400k","-","Retired","Joined"
"Callum Doyle","€15.00m","End of loanJun 30, 2024","Man City U21","Joined"
"Abdul Fatawu","€10.00m","End of loanJun 30, 2024","Sporting","Joined"
"Yunus Akgün","€5.00m","End of loanJun 30, 2024","Galatasaray","Joined"
"Giorgi Mamardashvili","€45.00m","€30.00m","Valencia","Left"
"Federico Chiesa","€35.00m","€12.00m","Juventus","Left"
"Tyler Morton","€8.00m","-","Liverpool U21","Left"
"Harvey Davies","€500k","-","Liverpool U21","Left"
"Stefan Bajcetic","€9.00m","End of loanJan 30, 2025","Salzburg","Left"
"Nat Phillips","€3.50m","End of loanJun 30, 2024","Cardiff","Left"
"Marcelo Pitaluga","€200k","End of loanJan 5, 2025","Livingston FC","Left"
"Fábio Carvalho","€14.00m","End of loanJun 30, 2024","Hull City","Left"
"Vitezslav Jaros","€5.00m","End of loanJun 30, 2024","Sturm Graz","Left"
"Marcelo Pitaluga","€300k","End of loanJun 30, 2024","St. Pat's","Left"
"Sepp van den Berg","€12.00m","End of loanJun 30, 2024","Mainz","Left"
"Sepp van den Berg","€12.00m","€23.60m","Brentford","Joined"
"Fábio Carvalho","€14.00m","€23.40m","Brentford","Joined"
"Marcelo Pitaluga","€200k","free transfer","Fluminense","Joined"
"Adrián","€600k","free transfer","Real Betis","Joined"
"Giorgi Mamardashvili","€45.00m","loan transfer","Valencia","Joined"
"Stefan Bajcetic","€9.00m","loan transfer","UD Las Palmas","Joined"
"Ben Gannon-Doak","€10.00m","loan transfer","Middlesbrough","Joined"
"Nat Phillips","€3.50m","loan transfer","Derby","Joined"
"Marcelo Pitaluga","€300k","loan transfer","Livingston FC","Joined"
"Stefan Bajcetic","€11.00m","loan transfer","Salzburg","Joined"
"Rhys Williams","€1.80m","loan transfer","Morecambe FC","Joined"
"Thiago Alcántara","€10.00m","-","Retired","Joined"
"Joël Matip","€8.00m","-","Retired","Joined"
"Omar Marmoush","€60.00m","€75.00m","Frankfurt","Left"
"Nico González","€18.00m","€60.00m","Porto","Left"
"Abdukodir Khusanov","€12.00m","€40.00m","Lens","Left"
"Vitor Reis","€14.00m","€37.00m","Palmeiras","Left"
"Savinho","€50.00m","€25.00m","Troyes","Left"
"Juma Bah","€1.00m","€6.00m","Real Valladolid","Left"
"İlkay Gündoğan","€15.00m","free transfer","Barcelona","Left"
"Kalvin Phillips","€25.00m","End of loanJun 30, 2024","West Ham","Left"
"Nico O'Reilly","-","-","Man City U21","Left"
"Issa Kaboré","€6.00m","End of loanDec 31, 2024","Benfica","Left"
"Josh Wilson-Esbrand","€4.00m","End of loanJun 30, 2024","Cardiff","Left"
"Claudio Echeverri","€18.00m","End of loanDec 31, 2024","River Plate","Left"
"João Cancelo","€25.00m","End of loanJun 30, 2024","Barcelona","Left"
"Máximo Perrone","€9.00m","End of loanJun 30, 2024","UD Las Palmas","Left"
"Yan Couto","€25.00m","End of loanJun 30, 2024","Girona","Left"
"Julián Alvarez","€90.00m","€75.00m","Atlético","Joined"
"João Cancelo","€25.00m","€25.00m","Al-Hilal","Joined"
"Taylor Harwood-Bellis","€22.00m","€23.00m","Southampton","Joined"
"Sergio Gómez","€10.00m","€8.70m","Real Sociedad","Joined"
"Tommy Doyle","€10.00m","€5.00m","Wolves","Joined"
"Yan Couto","€25.00m","Loan fee:€5.00m","Dortmund","Joined"
"Issa Kaboré","€6.00m","loan transfer","Werder Bremen","Joined"
"Kyle Walker","€10.00m","loan transfer","AC Milan","Joined"
"Kalvin Phillips","€25.00m","loan transfer","Ipswich","Joined"
"Máximo Perrone","€9.00m","loan transfer","Como","Joined"
"Issa Kaboré","€10.00m","loan transfer","Benfica","Joined"
"Josh Wilson-Esbrand","€4.00m","loan transfer","Stoke City","Joined"
"Juma Bah","€1.00m","loan transfer","Lens","Joined"
"Leny Yoro","€50.00m","€62.00m","Lille","Left"
"Manuel Ugarte","€45.00m","€50.00m","PSG","Left"
"Matthijs de Ligt","€65.00m","€45.00m","Bayern Munich","Left"
"Joshua Zirkzee","€50.00m","€42.50m","Bologna","Left"
"Patrick Dorgu","€20.00m","€30.00m","Lecce","Left"
"Noussair Mazraoui","€30.00m","€15.00m","Bayern Munich","Left"
"Ayden Heaven","€300k","€1.80m","Arsenal U21","Left"
"Toby Collyer","€200k","-","Man Utd U21","Left"
"Harry Amass","-","-","Man Utd U18","Left"
"Facundo Pellistri","€8.00m","End of loanJun 30, 2024","Granada CF","Left"
"Álvaro Carreras","€7.00m","End of loanJun 30, 2024","Benfica","Left"
"Hannibal","€9.00m","End of loanJun 30, 2024","Sevilla FC","Left"
"Jadon Sancho","€30.00m","End of loanJun 30, 2024","Dortmund","Left"
"Donny van de Beek","€5.00m","End of loanJun 30, 2024","Frankfurt","Left"
"Mason Greenwood","€25.00m","End of loanJun 30, 2024","Getafe","Left"
"Scott McTominay","€32.00m","€30.50m","Napoli","Joined"
"Mason Greenwood","€25.00m","€26.00m","Marseille","Joined"
"Aaron Wan-Bissaka","€20.00m","€17.60m","West Ham","Joined"
"Álvaro Carreras","€7.00m","€14.30m","Benfica","Joined"
"Willy Kambwala","€5.00m","€10.00m","Villarreal","Joined"
"Hannibal","€9.00m","€6.40m","Burnley","Joined"
"Facundo Pellistri","€10.00m","€6.00m","Panathinaikos","Joined"
"Jadon Sancho","€30.00m","Loan fee:€5.90m","Chelsea","Joined"
"Donny van de Beek","€5.00m","€500k","Girona","Joined"
"Omari Forson","€2.00m","free transfer","Monza","Joined"
"Raphaël Varane","€20.00m","free transfer","Como","Joined"
"Antony","€20.00m","loan transfer","Real Betis","Joined"
"Tyrell Malacia","€15.00m","loan transfer","PSV","Joined"
"Marcus Rashford","€55.00m","loan transfer","Aston Villa","Joined"
"Brandon Williams","€2.50m","-","Without Club","Joined"
"Anthony Martial","€10.00m","-","Without Club","Joined"
"Sofyan Amrabat","€22.00m","End of loanJun 30, 2024","Fiorentina","Joined"
"Lewis Hall","€18.00m","€33.00m","Chelsea","Left"
"Odysseas Vlachodimos","€7.00m","€23.60m","Nott'm Forest","Left"
"William Osula","€3.00m","€11.60m","Sheff Utd","Left"
"Lloyd Kelly","€18.00m","free transfer","Bournemouth","Left"
"John Ruddy","€200k","free transfer","Birmingham","Left"
"Isaac Hayden","€1.80m","End of loanJun 30, 2024","QPR","Left"
"Joe White","€275k","End of loanMay 31, 2025","MK Dons","Left"
"Jamal Lewis","€3.00m","End of loanDec 31, 2024","São Paulo","Left"
"Yankuba Minteh","€16.00m","End of loanJun 30, 2024","Feyenoord","Left"
"Elliot Anderson","€15.00m","€41.20m","Nott'm Forest","Joined"
"Yankuba Minteh","€16.00m","€35.00m","Brighton","Joined"
"Miguel Almirón","€16.00m","€9.55m","Atlanta","Joined"
"Lloyd Kelly","€18.00m","Loan fee:€3.80m","Juventus","Joined"
"Kell Watts","€250k","free transfer","Cambridge Utd.","Joined"
"Matt Ritchie","€1.00m","free transfer","Portsmouth","Joined"
"Ryan Fraser","€3.00m","free transfer","Southampton","Joined"
"Joe White","€300k","loan transfer","MK Dons","Joined"
"Isaac Hayden","€1.50m","loan transfer","Portsmouth","Joined"
"Paul Dummett","€900k","-","Without Club","Joined"
"Jeff Hendrick","€500k","-","Without Club","Joined"
"Loris Karius","€1.00m","-","Without Club","Joined"
"Jamal Lewis","€3.50m","loan transfer","São Paulo","Joined"
"Lewis Hall","€18.00m","End of loanJun 30, 2024","Chelsea","Joined"
"Elliot Anderson","€15.00m","€41.20m","Newcastle","Left"
"Nikola Milenković","€15.00m","€12.30m","Fiorentina","Left"
"Ramón Sosa","€13.00m","€12.00m","CA Talleres","Left"
"Morato","€15.00m","€11.00m","Benfica","Left"
"David Carmo","€12.00m","€11.00m","Porto","Left"
"Jota Silva","€12.00m","€7.00m","Vit. Guimarães","Left"
"Marko Stamenić","€5.00m","€5.50m","Red Star","Left"
"Carlos Miguel","€4.00m","€4.00m","Corinthians","Left"
"Eric da Silva Moreira","€1.00m","€1.50m","St. Pauli","Left"
"Tyler Bindon","€1.00m","?","Reading","Left"
"Álex Moreno","€13.00m","loan transfer","Aston Villa","Left"
"Wayne Hennessey","€175k","-","Without Club","Left"
"James Ward-Prowse","€30.00m","loan transfer","West Ham","Left"
"Josh Bowler","€1.00m","End of loanMay 31, 2025","Luton","Left"
"Lewis O'Brien","€4.00m","End of loanMay 31, 2025","Swansea","Left"
"Emmanuel Dennis","€2.50m","End of loanMay 31, 2025","Blackburn","Left"
"Josh Bowler","€1.20m","End of loanJan 30, 2025","Preston","Left"
"Lewis O'Brien","€5.00m","End of loanDec 31, 2024","LAFC","Left"
"Ui-jo Hwang","€1.80m","End of loanJun 30, 2024","Alanyaspor","Left"
"Joe Worrall","€7.50m","End of loanJun 30, 2024","Besiktas","Left"
"Orel Mangala","€20.00m","End of loanJun 30, 2024","Lyon","Left"
"Scott McKenna","€9.00m","End of loanJun 30, 2024","Copenhagen","Left"
"Jonathan Panzo","€1.20m","End of loanJun 30, 2024","Standard Liège","Left"
"Remo Freuler","€6.50m","End of loanJun 30, 2024","Bologna","Left"
"Loïc Mbe Soh","€1.50m","End of loanJun 30, 2024","Almere City","Left"
"Omar Richards","€2.50m","End of loanJun 30, 2024","Olympiacos","Left"
"Moussa Niakhaté","€16.00m","€31.90m","Lyon","Joined"
"Odysseas Vlachodimos","€7.00m","€23.60m","Newcastle","Joined"
"Orel Mangala","€20.00m","€23.40m","Lyon","Joined"
"Joe Worrall","€7.50m","€5.90m","Burnley","Joined"
"Remo Freuler","€6.50m","€1.90m","Bologna","Joined"
"Loïc Mbe Soh","€1.50m","free transfer","Beerschot VA","Joined"
"Scott McKenna","€9.00m","free transfer","UD Las Palmas","Joined"
"Harry Arter","€400k","free transfer","Precision FC","Joined"
"Lewis O'Brien","€5.00m","loan transfer","LAFC","Joined"
"David Carmo","€12.00m","loan transfer","Olympiacos","Joined"
"Tyler Bindon","€1.00m","loan transfer","Reading","Joined"
"Brandon Aguilera","€300k","?","Rio Ave","Joined"
"Ui-jo Hwang","€1.80m","?","Alanyaspor","Joined"
"Alex Mighten","€600k","?","San Diego","Joined"
"Marko Stamenić","€5.00m","loan transfer","Olympiacos","Joined"
"Emmanuel Dennis","€4.00m","loan transfer","Blackburn","Joined"
"Matt Turner","€7.00m","loan transfer","Crystal Palace","Joined"
"Jonathan Panzo","€1.20m","loan transfer","Rio Ave","Joined"
"Andrew Omobamidele","€11.00m","loan transfer","R. Strasbourg","Joined"
"Josh Bowler","€1.20m","loan transfer","Luton","Joined"
"Lewis O'Brien","€5.00m","loan transfer","Swansea","Joined"
"Josh Bowler","€1.50m","loan transfer","Preston","Joined"
"Omar Richards","€2.50m","loan transfer","Rio Ave","Joined"
"Wayne Hennessey","€250k","-","Without Club","Joined"
"Felipe","€1.50m","-","Retired","Joined"
"Cheikhou Kouyaté","-","-","Career break","Joined"
"James Ward-Prowse","€16.00m","End of loanFeb 3, 2025","West Ham","Joined"
"Gonzalo Montiel","€10.00m","End of loanJun 30, 2024","Sevilla FC","Joined"
"Rodrigo Ribeiro","€3.00m","End of loanJun 30, 2024","Sporting","Joined"
"Giovanni Reyna","€18.00m","End of loanJun 30, 2024","Dortmund","Joined"
"Divock Origi","€5.00m","End of loanJun 30, 2024","AC Milan","Joined"
"Nuno Tavares","€15.00m","End of loanJun 30, 2024","Arsenal","Joined"
"Taylor Harwood-Bellis","€22.00m","€23.00m","Man City","Left"
"Aaron Ramsdale","€25.00m","€21.40m","Arsenal","Left"
"Flynn Downes","€9.00m","€17.85m","West Ham","Left"
"Cameron Archer","€13.00m","€17.60m","Aston Villa","Left"
"Mateus Fernandes","€8.00m","€15.00m","Sporting","Left"
"Ben Brereton Díaz","€8.00m","€8.30m","Villarreal","Left"
"Yukinari Sugawara","€12.00m","€7.00m","AZ Alkmaar","Left"
"Joachim Kayi Sanda","€800k","€5.00m","Valenciennes FC","Left"
"Ronnie Edwards","€3.80m","€3.50m","Peterborough","Left"
"Nathan Wood","€3.80m","€3.50m","Swansea","Left"
"Juan","€800k","€900k","São Paulo","Left"
"Charlie Taylor","€3.00m","free transfer","Burnley","Left"
"Ryan Fraser","€3.00m","free transfer","Newcastle","Left"
"Welington","€3.50m","free transfer","São Paulo","Left"
"Adam Lallana","€1.00m","free transfer","Brighton","Left"
"Kuryu Matsuki","€1.50m","?","FC Tokyo","Left"
"Maxwel Cornet","€9.00m","loan transfer","West Ham","Left"
"Lesley Ugochukwu","€25.00m","loan transfer","Chelsea","Left"
"Albert Grønbæk","€15.00m","loan transfer","Stade Rennais","Left"
"Tyler Dibling","-","-","Southampton U21","Left"
"Gavin Bazunu","€11.00m","End of loanApr 24, 2025","Standard Liège","Left"
"Mateusz Lis","€1.60m","End of loanJun 30, 2024","Göztepe","Left"
"Adam Armstrong","€12.00m","End of loanMay 31, 2025","West Brom","Left"
"Shea Charles","€10.00m","End of loanMay 31, 2025","Sheff Wed","Left"
"Carlos Alcaraz","€15.00m","End of loanJun 30, 2024","Juventus","Left"
"Paul Onuachu","€13.00m","End of loanJun 30, 2024","Trabzonspor","Left"
"Armel Bella-Kotchap","€12.00m","End of loanJun 30, 2024","PSV","Left"
"Lyanco","€3.00m","End of loanJun 30, 2024","Al-Gharafa","Left"
"Romain Perraud","€5.00m","End of loanJun 30, 2024","Nice","Left"
"Duje Caleta-Car","€7.00m","End of loanJun 30, 2024","Lyon","Left"
"Carlos Alcaraz","€15.00m","€18.00m","Flamengo","Joined"
