Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","21","2001","0.5","8","12","66.7","108","44","5","5","100.0","3","5","60.0","0","0","","0","0.0","0.0","0.0","0","2","0","0","0",
"Taïryk Arconte","frFRA","FW","Brest","frLigue 1","18","2003","1.4","10","17","58.8","129","32","6","9","66.7","3","5","60.0","0","1","0.0","0","0.1","0.0","-0.1","2","0","0","0","1",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","29","1993","3.4","67","92","72.8","1737","1323","25","25","100.0","22","22","100.0","19","43","44.2","0","0.0","0.0","0.0","0","0","0","0","0",
"Adu Ares","esESP","FW,MF","Athletic Club","esLa Liga","20","2001","0.9","42","51","82.4","744","137","23","27","85.2","10","12","83.3","7","8","87.5","0","0.2","0.2","-0.2","3","4","3","3","4",
"Joe Aribo","ngNGA","MF,FW","Southampton","engPremier League","26","1996","13.6","280","385","72.7","3591","907","187","240","77.9","66","87","75.9","9","12","75.0","0","0.8","0.5","-0.8","9","20","9","0","39",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","25","1997","14.8","220","302","72.8","3235","585","120","146","82.2","71","89","79.8","13","23","56.5","1","1.3","0.8","-0.3","11","13","10","2","16",
"Stuart Armstrong","sctSCO","MF,FW","Southampton","engPremier League","30","1992","15.6","531","676","78.6","8041","2224","296","341","86.8","189","226","83.6","29","55","52.7","1","2.2","2.8","-1.2","18","47","32","7","75",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","33","1989","17.0","328","467","70.2","4736","799","180","234","76.9","106","138","76.8","17","32","53.1","0","1.9","1.4","-1.9","22","17","14","1","36",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","28","1994","30.7","1269","1642","77.3","28055","8726","360","405","88.9","645","741","87.0","247","448","55.1","3","4.9","4.9","-1.9","43","115","19","2","150",
"Mohamed El Arouch","frFRA","MF","Lyon","frLigue 1","18","2004","0.0","1","2","50.0","17","9","0","0","","1","1","100.0","0","1","0.0","0","0.0","0.0","0.0","0","1","0","0","1",
"Sergio Arribas","esESP","MF,FW","Real Madrid","esLa Liga","20","2001","0.2","9","11","81.8","131","35","6","6","100.0","3","5","60.0","0","0","","0","0.0","0.0","0.0","1","1","1","0","2",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","27","1994","28.5","871","1046","83.3","19299","11448","287","289","99.3","390","395","98.7","190","357","53.2","0","0.0","0.0","0.0","0","6","0","0","0",
"Roberto Arroyo","esESP","MF","Valladolid","esLa Liga","18","2003","0.2","0","5","0.0","0","0","0","0","","0","0","","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","31","1990","13.5","485","605","80.2","8750","2629","228","261","87.4","169","200","84.5","71","101","70.3","0","1.6","1.6","-1.6","15","51","19","4","77",
"Ricard Artero","esESP","MF,FW","Girona","esLa Liga","19","2003","1.5","37","47","78.7","431","85","28","32","87.5","5","6","83.3","1","2","50.0","0","0.0","0.1","0.0","0","2","0","0","3",
"Santiago Arzamendia","pyPAR","DF,MF","Cádiz","esLa Liga","24","1998","5.4","150","226","66.4","2442","1025","80","94","85.1","54","73","74.0","11","36","30.6","0","0.5","0.2","-0.5","6","14","3","0","17",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","27","1994","19.0","237","342","69.3","3302","967","147","183","80.3","72","98","73.5","8","23","34.8","3","2.1","2.1","+0.9","22","18","18","7","34",
"Santiago Ascacíbar","arARG","MF","Cremonese","itSerie A","25","1997","8.1","358","435","82.3","6100","2189","182","207","87.9","135","145","93.1","34","56","60.7","0","0.4","0.5","-0.4","8","50","7","2","41",
"Sergio Asenjo","esESP","GK","Valladolid","esLa Liga","33","1989","10.0","233","353","66.0","7218","5138","33","33","100.0","107","112","95.5","91","203","44.8","0","0.0","0.0","0.0","0","4","0","0","0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","26","1996","16.0","650","802","81.0","9900","2248","378","415","91.1","187","222","84.2","56","102","54.9","6","4.9","4.2","+1.1","41","60","26","6","70",
"Kristoffer Askildsen","noNOR","MF","Lecce","itSerie A","21","2001","8.1","165","269","61.3","2965","1017","80","117","68.4","52","80","65.0","24","48","50.0","0","0.4","0.4","-0.4","7","20","2","0","24",
"Fisnik Asllani","xkKVX","FW","Hoffenheim","deBundesliga","19","2002","1.9","37","63","58.7","384","62","28","43","65.1","5","7","71.4","0","0","","0","0.2","0.1","-0.2","3","1","0","0","1",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","20","2002","6.6","402","457","88.0","7554","2029","188","192","97.9","148","161","91.9","61","93","65.6","0","0.9","1.0","-0.9","11","27","6","1","29",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","34","1987","31.9","936","1227","76.3","14650","3382","517","625","82.7","275","353","77.9","91","131","69.5","3","5.6","5.4","-2.6","83","90","47","2","162",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","22","2000","2.9","127","155","81.9","2129","587","60","72","83.3","60","70","85.7","6","11","54.5","1","0.3","0.3","+0.7","1","8","0","0","11",
"Youcef Atal","dzALG","DF,MF","Nice","frLigue 1","26","1996","8.7","408","509","80.2","6228","1790","232","262","88.5","131","157","83.4","33","64","51.6","0","1.3","1.7","-1.3","11","28","16","7","39",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","16","2005","1.9","41","48","85.4","650","180","20","23","87.0","18","18","100.0","1","4","25.0","0","0.2","0.2","-0.2","3","4","1","1","5",
"Pierre-Emerick Aubameyang","gaGAB","FW","Chelsea","engPremier League","33","1989","6.2","82","111","73.9","1053","203","56","70","80.0","22","26","84.6","2","4","50.0","0","0.4","0.2","-0.4","4","2","2","1","3",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","33","1989","0.1","3","3","100.0","59","26","0","0","","3","3","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","25","1997","25.0","617","919","67.1","19319","14234","91","91","100.0","246","248","99.2","279","572","48.8","0","0.0","0.1","0.0","0","16","0","0","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","27","1994","34.0","1283","1774","72.3","21887","9530","613","701","87.4","531","716","74.2","114","236","48.3","5","3.9","3.8","+1.1","43","84","45","28","119",
"Ludwig Augustinsson","seSWE","DF","Aston Villa","engPremier League","28","1994","0.9","26","43","60.5","421","176","13","16","81.3","10","16","62.5","2","8","25.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Ludwig Augustinsson","seSWE","DF","Mallorca","esLa Liga","28","1994","1.5","49","70","70.0","727","274","32","35","91.4","13","23","56.5","2","10","20.0","0","0.0","0.1","0.0","1","1","2","2","5",
"Carlos Augusto","brBRA","DF","Monza","itSerie A","23","1999","34.3","1430","1719","83.2","22788","6775","743","811","91.6","566","665","85.1","82","133","61.7","5","3.7","3.4","+1.3","26","75","27","7","101",
"Serge Aurier","ciCIV","DF","Nott'ham Forest","engPremier League","29","1992","21.6","667","943","70.7","10182","4393","373","454","82.2","236","333","70.9","41","94","43.6","0","1.0","0.9","-1.0","10","44","13","6","71",
"Mathias Autret","frFRA","MF,FW","Auxerre","frLigue 1","31","1991","14.3","451","597","75.5","9287","2835","172","204","84.3","175","219","79.9","92","140","65.7","2","2.0","2.0","0.0","27","61","16","4","77",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","28","1994","19.0","287","526","54.6","5983","1501","131","185","70.8","87","151","57.6","62","139","44.6","2","1.8","2.1","+0.2","18","24","25","14","39",
"Cédric Avinel","gpGLP","DF","Ajaccio","frLigue 1","35","1986","19.9","607","714","85.0","12003","4107","174","194","89.7","346","388","89.2","71","108","65.7","0","0.0","0.1","0.0","0","13","0","0","31",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","24","1997","15.6","143","223","64.1","1675","300","96","133","72.2","34","52","65.4","2","8","25.0","1","1.1","0.3","-0.1","10","6","2","0","12",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","18","2003","0.7","20","23","87.0","386","133","10","12","83.3","6","6","100.0","4","4","100.0","0","0.1","0.3","-0.1","2","4","1","0","2",
"Mehmet Aydin","deGER","DF,FW","Schalke 04","deBundesliga","20","2002","6.3","178","280","63.6","3104","1260","88","112","78.6","72","105","68.6","15","35","42.9","0","0.8","0.3","-0.8","4","13","5","3","15",
"André Ayew","ghGHA","FW,MF","Nott'ham Forest","engPremier League","32","1989","3.5","53","73","72.6","686","146","38","46","82.6","13","21","61.9","0","1","0.0","0","0.0","0.0","0.0","1","3","1","0","11",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","30","1991","30.2","676","875","77.3","8710","1706","434","495","87.7","192","246","78.0","15","40","37.5","3","3.2","2.6","-0.2","31","34","19","6","63",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","27","1994","6.1","288","332","86.7","6000","1702","84","87","96.6","154","167","92.2","48","72","66.7","0","0.0","0.0","0.0","0","20","0","0","15",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","30","1991","22.8","786","1132","69.4","12523","6236","439","508","86.4","267","374","71.4","62","155","40.0","1","2.0","2.2","-1.0","12","61","18","10","77",
"Ayman Azhil","maMAR","MF","Leverkusen","deBundesliga","21","2001","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Sardar Azmoun","irIRN","FW,MF","Leverkusen","deBundesliga","27","1995","10.3","162","247","65.6","2373","844","89","130","68.5","41","56","73.2","15","20","75.0","1","2.5","1.4","-1.5","14","23","9","0","32",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","32","1989","17.0","872","1065","81.9","12891","4354","501","538","93.1","337","414","81.4","21","74","28.4","0","1.1","1.3","-1.1","12","40","19","5","71",
"Sanoussy Ba","deGER","DF","RB Leipzig","deBundesliga","18","2004","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Iddrisu Baba","ghGHA","MF,DF","Mallorca","esLa Liga","26","1996","18.9","476","584","81.5","8907","2460","190","212","89.6","221","252","87.7","57","93","61.3","0","0.2","0.3","-0.2","5","42","2","0","47",
"Srđan Babić","rsSRB","DF","Almería","esLa Liga","26","1996","33.3","1172","1373","85.4","23290","8365","382","420","91.0","637","700","91.0","142","223","63.7","0","0.3","0.4","-0.3","7","55","3","1","63",
"Loïc Bade","frFRA","DF","Sevilla","esLa Liga","22","2000","16.1","735","847","86.8","13873","4762","253","273","92.7","409","445","91.9","64","105","61.0","0","0.1","0.1","-0.1","2","40","0","0","42",
"Loïc Bade","frFRA","DF","Rennes","frLigue 1","22","2000","1.0","52","59","88.1","1163","396","8","10","80.0","35","36","97.2","9","13","69.2","1","0.1","0.0","+0.9","1","2","0","0","3",
"Édgar Badía","esESP","GK","Elche","esLa Liga","30","1992","36.0","791","1072","73.8","24081","17998","102","103","99.0","381","393","96.9","306","570","53.7","0","0.0","0.0","0.0","0","10","0","0","0",
"Benoît Badiashile","frFRA","DF","Chelsea","engPremier League","21","2001","10.1","769","860","89.4","14061","5150","284","315","90.2","419","448","93.5","58","83","69.9","0","0.5","0.2","-0.5","3","47","5","0","56",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","21","2001","9.3","403","468","86.1","8296","3424","123","137","89.8","210","235","89.4","60","83","72.3","0","0.4","0.8","-0.4","1","46","3","0","39",
"Alex Baena","esESP","MF,FW","Villarreal","esLa Liga","21","2001","21.6","681","859","79.3","11154","3034","340","380","89.5","257","301","85.4","59","100","59.0","2","5.2","3.8","-3.2","31","75","43","3","124",
"Jaime Báez","uyURU","DF","Cremonese","itSerie A","27","1995","1.1","32","48","66.7","640","379","8","10","80.0","13","17","76.5","7","14","50.0","0","0.1","0.3","-0.1","2","7","2","2","4",
"Leon Bailey","jmJAM","FW,MF","Aston Villa","engPremier League","24","1997","21.9","337","547","61.6","5379","1285","190","248","76.6","97","154","63.0","35","75","46.7","4","4.8","4.8","-0.8","30","19","21","15","28",
"Eric Bailly","ciCIV","DF","Marseille","frLigue 1","28","1994","6.0","231","274","84.3","4679","1676","72","82","87.8","118","141","83.7","38","45","84.4","0","0.0","0.0","0.0","0","17","0","0","12",
"Dénys Bain","frFRA","DF","Auxerre","frLigue 1","29","1993","1.4","52","56","92.9","909","276","18","18","100.0","32","36","88.9","2","2","100.0","0","0.0","0.0","0.0","0","1","0","0","3",
"Brandon Baiye","beBEL","MF","Clermont Foot","frLigue 1","21","2000","0.6","27","32","84.4","416","120","14","15","93.3","10","13","76.9","2","2","100.0","0","0.1","0.1","-0.1","1","1","0","0","2",
"Stefan Bajcetic","esESP","MF","Liverpool","engPremier League","17","2004","5.8","200","258","77.5","3227","694","98","118","83.1","74","89","83.1","18","29","62.1","0","0.4","0.5","-0.4","4","17","7","1","24",
"Nedim Bajrami","alALB","MF,FW","Empoli","itSerie A","23","1999","10.4","260","348","74.7","3968","1323","149","182","81.9","79","96","82.3","20","43","46.5","1","1.2","0.7","-0.2","15","19","6","0","29",
"Nedim Bajrami","alALB","FW,MF","Sassuolo","itSerie A","23","1999","9.1","245","355","69.0","3599","922","150","174","86.2","73","100","73.0","16","52","30.8","0","1.5","1.6","-1.5","14","13","11","0","44",
"Cédric Bakambu","cdCOD","MF","Marseille","frLigue 1","31","1991","0.7","19","23","82.6","263","56","12","13","92.3","4","5","80.0","1","1","100.0","1","1.0","0.7","0.0","2","1","0","0","0",
"Tiemoué Bakayoko","frFRA","MF","Milan","itSerie A","27","1994","0.5","17","20","85.0","305","99","4","5","80.0","12","13","92.3","1","1","100.0","0","0.0","0.0","0.0","0","3","0","0","2",
"Mitchel Bakker","nlNED","DF,MF","Leverkusen","deBundesliga","22","2000","18.4","764","968","78.9","11670","3583","443","505","87.7","258","328","78.7","47","93","50.5","2","2.0","1.3","0.0","17","36","14","2","57",
"Ridle Baku","deGER","DF,FW","Wolfsburg","deBundesliga","24","1998","28.7","1216","1551","78.4","22159","7294","486","563","86.3","593","719","82.5","121","202","59.9","3","4.1","5.0","-1.1","28","116","37","14","126",
"Tommaso Baldanzi","itITA","MF","Empoli","itSerie A","19","2003","19.7","534","647","82.5","7465","1747","307","332","92.5","175","206","85.0","19","41","46.3","0","1.8","1.8","-1.8","23","38","17","1","69",
"Alejandro Balde","esESP","DF","Barcelona","esLa Liga","18","2003","27.5","1482","1670","88.7","21525","4340","892","951","93.8","486","536","90.7","71","106","67.0","6","4.9","5.4","+1.1","22","74","22","16","79",
"Thierno Balde","frFRA","DF,MF","Troyes","frLigue 1","20","2002","23.9","763","931","82.0","11688","3640","408","467","87.4","302","371","81.4","34","51","66.7","1","1.1","1.5","-0.1","19","34","19","4","60",
"Carlos Baleba","cmCMR","MF","Lille","frLigue 1","18","2004","5.3","249","300","83.0","4837","877","98","114","86.0","103","119","86.6","41","51","80.4","0","0.1","0.1","-0.1","2","33","2","0","33",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","34","1988","1.3","49","69","71.0","819","242","25","29","86.2","19","26","73.1","5","9","55.6","0","0.0","0.1","0.0","0","4","2","1","7",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","23","1999","29.3","1389","1656","83.9","27891","8035","393","449","87.5","771","872","88.4","189","262","72.1","1","0.2","0.4","+0.8","5","105","3","1","97",
"Dominic Ballard","engENG","FW,MF","Southampton","engPremier League","17","2005","0.3","5","7","71.4","55","5","3","4","75.0","2","2","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Iván Balliu","alALB","DF","Rayo Vallecano","esLa Liga","30","1992","35.9","1422","1850","76.9","23328","9525","718","792","90.7","551","707","77.9","118","235","50.2","0","2.8","2.6","-2.8","32","95","34","18","131",
"Fodé Ballo-Touré","snSEN","DF","Milan","itSerie A","25","1997","5.8","234","281","83.3","3827","1223","117","128","91.4","103","119","86.6","13","26","50.0","0","0.2","0.3","-0.2","4","13","8","5","25",
"Folarin Balogun","usUSA","FW","Reims","frLigue 1","21","2001","33.3","408","582","70.1","5755","1189","235","303","77.6","127","180","70.6","17","29","58.6","2","3.8","3.3","-1.8","36","28","19","1","55",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","32","1990","15.2","619","721","85.9","10973","3954","248","266","93.2","302","341","88.6","53","81","65.4","0","0.3","0.6","-0.3","4","46","6","3","36",
"Jonathan Bamba","ciCIV","FW","Lille","frLigue 1","26","1996","30.9","1125","1405","80.1","15835","4358","655","755","86.8","336","407","82.6","53","95","55.8","7","6.5","6.4","+0.5","46","93","59","9","146",
"Patrick Bamford","engENG","FW","Leeds United","engPremier League","28","1993","16.8","229","333","68.8","2421","537","166","211","78.7","35","64","54.7","2","8","25.0","2","1.0","0.9","+1.0","12","18","9","0","23",
"Lameck Banda","zmZAM","FW,MF","Lecce","itSerie A","21","2001","18.2","278","428","65.0","3757","907","173","219","79.0","81","128","63.3","13","33","39.4","1","1.3","1.1","-0.3","14","17","7","1","28",
"Filippo Bandinelli","itITA","MF","Empoli","itSerie A","27","1995","25.1","773","1049","73.7","12752","3934","379","434","87.3","299","379","78.9","64","138","46.4","0","2.6","2.4","-2.6","31","62","36","21","101",
"Léo Baptistão","brBRA","FW,MF","Almería","esLa Liga","29","1992","19.2","359","540","66.5","5742","1514","179","229","78.2","124","178","69.7","30","66","45.5","1","1.2","0.9","-0.2","18","30","13","3","51",
"Shandon Baptiste","gdGRN","MF","Brentford","engPremier League","24","1998","6.9","247","295","83.7","4143","1121","127","142","89.4","92","104","88.5","21","32","65.6","1","1.1","0.5","-0.1","10","22","8","2","39",
"Antonín Barák","czCZE","MF","Hellas Verona","itSerie A","27","1994","0.3","11","14","78.6","140","24","7","10","70.0","3","3","100.0","0","0","","0","0.0","0.0","0.0","0","2","0","0","2",
"Antonín Barák","czCZE","MF","Fiorentina","itSerie A","27","1994","20.0","590","719","82.1","8980","1995","321","359","89.4","199","242","82.2","42","60","70.0","0","1.6","1.1","-1.6","22","59","14","2","82",
